,Experience_Years,Job_Position,Salary,Year
988,2,1,60800.0,2019
989,2,1,61000.0,2019
990,2,1,50000.0,2019
991,2,1,50000.0,2019
992,2,1,50000.0,2019
993,2,1,64397.0,2019
994,2,1,51000.0,2019
995,2,1,60000.0,2019
996,2,1,70000.0,2019
997,2,1,50000.0,2019
998,2,1,55000.0,2019
999,2,1,65000.0,2019
1000,2,1,62500.0,2019
1001,2,1,60000.0,2019
1002,2,1,50000.0,2019
1003,2,1,55000.0,2019
1004,2,1,62000.0,2019
1005,2,1,55000.0,2019
1006,2,1,60000.0,2019
1007,2,1,65000.0,2019
1008,2,2,50000.0,2019
1009,2,2,64000.0,2019
1010,2,2,74000.0,2019
1011,2,2,61000.0,2019
1012,2,2,65000.0,2019
1013,2,2,49000.0,2019
1014,2,2,72000.0,2019
1015,2,2,60000.0,2019
1016,2,2,70000.0,2019
1017,2,2,72800.0,2019
1018,2,2,55000.0,2019
1019,2,2,51000.0,2019
1020,2,2,50000.0,2019
1021,2,2,52623.0,2019
1022,2,2,71400.0,2019
1023,2,2,60000.0,2019
1024,2,2,50000.0,2019
1025,2,2,54000.0,2019
1026,2,2,62000.0,2019
1027,2,2,62000.0,2019
1028,2,2,60000.0,2019
1029,2,2,60000.0,2019
1030,2,2,62000.0,2019
1031,2,2,51600.0,2019
1032,2,2,52000.0,2019
1033,2,2,58000.0,2019
1034,2,2,51700.0,2019
1035,2,2,70000.0,2019
1036,2,2,60000.0,2019
1037,2,2,50000.0,2019
1038,2,2,60000.0,2019
1039,2,2,63000.0,2019
1040,2,2,52000.0,2019
1041,2,2,50000.0,2019
1042,2,2,55000.0,2019
1043,2,2,74000.0,2019
1044,2,2,51500.0,2019
1045,2,2,60000.0,2019
1046,2,2,60000.0,2019
1047,2,2,63000.0,2019
1048,2,2,70000.0,2019
1049,2,2,65000.0,2019
1050,2,2,58000.0,2019
1051,2,2,50000.0,2019
1052,2,2,50000.0,2019
1053,2,2,67000.0,2019
1054,2,2,61000.0,2019
1055,2,2,50000.0,2019
1056,2,2,70000.0,2019
1057,2,2,70000.0,2019
1058,2,2,62000.0,2019
1059,2,2,50000.0,2019
1060,2,2,55000.0,2019
1061,2,2,61000.0,2019
1062,2,2,50000.0,2019
1063,2,2,50000.0,2019
1064,2,2,50000.0,2019
1065,2,2,65000.0,2019
1066,2,2,55000.0,2019
1067,2,2,55000.0,2019
1068,2,2,65000.0,2019
1069,2,2,65000.0,2019
1070,2,3,50000.0,2019
1071,2,3,64000.0,2019
1072,2,3,74000.0,2019
1073,2,3,61000.0,2019
1074,2,3,65000.0,2019
1075,2,3,49000.0,2019
1076,2,3,72000.0,2019
1077,2,3,60000.0,2019
1078,2,3,70000.0,2019
1079,2,3,72800.0,2019
1080,2,3,55000.0,2019
1081,2,3,51000.0,2019
1082,2,3,50000.0,2019
1083,2,3,52623.0,2019
1084,2,3,71400.0,2019
1085,2,3,60000.0,2019
1086,2,3,50000.0,2019
1087,2,3,54000.0,2019
1088,2,3,62000.0,2019
1089,2,3,62000.0,2019
1090,2,3,60000.0,2019
1091,2,3,60000.0,2019
1092,2,3,62000.0,2019
1093,2,3,51600.0,2019
1094,2,3,52000.0,2019
1095,2,3,58000.0,2019
1096,2,3,51700.0,2019
1097,2,3,70000.0,2019
1098,2,3,60000.0,2019
1099,2,3,50000.0,2019
1100,2,3,60000.0,2019
1101,2,3,63000.0,2019
1102,2,3,52000.0,2019
1103,2,3,50000.0,2019
1104,2,3,55000.0,2019
1105,2,3,74000.0,2019
1106,2,3,51500.0,2019
1107,2,3,60000.0,2019
1108,2,3,60000.0,2019
1109,2,3,63000.0,2019
1110,2,3,70000.0,2019
1111,2,3,65000.0,2019
1112,2,3,58000.0,2019
1113,2,3,50000.0,2019
1114,2,3,50000.0,2019
1115,2,3,67000.0,2019
1116,2,3,61000.0,2019
1117,2,3,50000.0,2019
1118,2,3,70000.0,2019
1119,2,3,70000.0,2019
1120,2,3,62000.0,2019
1121,2,3,50000.0,2019
1122,2,3,55000.0,2019
1123,2,3,61000.0,2019
1124,2,3,50000.0,2019
1125,2,3,50000.0,2019
1126,2,3,50000.0,2019
1127,2,3,65000.0,2019
1128,2,3,55000.0,2019
1129,2,3,55000.0,2019
1130,2,3,65000.0,2019
1131,2,3,65000.0,2019
1132,2,1,60000.0,2018
1133,2,1,52000.0,2018
1134,2,1,57000.0,2018
1135,2,1,65000.0,2018
1136,2,1,70008.0,2018
1137,2,1,65000.0,2018
1138,2,1,70000.0,2018
1139,2,1,60000.0,2018
1140,2,1,53000.0,2018
1141,2,1,62122.0,2018
1142,2,1,55000.0,2018
1143,2,1,60060.0,2018
1144,2,1,72000.0,2018
1145,2,1,60000.0,2018
1146,2,1,63000.0,2018
1147,2,1,53076.0,2018
1148,2,1,51403.0,2018
1149,2,1,55392.0,2018
1150,2,1,58661.0,2018
1151,2,1,62400.0,2018
1152,2,1,48955.0,2018
1153,2,1,69761.0,2018
1154,2,1,72000.0,2018
1155,2,1,53000.0,2018
1156,2,1,50000.0,2018
1157,2,1,52404.0,2018
1158,2,1,55981.0,2018
1159,2,1,63979.0,2018
1160,2,1,70000.0,2018
1161,2,1,73433.0,2018
1162,2,1,64379.0,2018
1163,2,1,49583.0,2018
1164,2,1,54023.0,2018
1165,2,1,70000.0,2018
1166,2,1,73500.0,2018
1167,2,1,50000.0,2018
1168,2,1,60000.0,2018
1169,2,1,60000.0,2018
1170,2,1,73433.0,2018
1171,2,1,50000.0,2018
1172,2,1,55075.0,2018
1173,2,1,48955.0,2018
1174,2,1,59688.0,2018
1175,2,1,49000.0,2018
1176,2,1,65000.0,2018
1177,2,1,50000.0,2018
1178,2,1,48955.0,2018
1179,2,1,50000.0,2018
1180,2,1,53851.0,2018
1181,2,1,58000.0,2018
1182,2,1,74364.0,2018
1183,2,1,67235.0,2018
1184,2,1,49934.0,2018
1185,2,1,60000.0,2018
1186,2,1,73433.0,2018
1187,2,1,53478.0,2018
1188,2,1,49200.0,2018
1189,2,1,52339.0,2018
1190,2,1,50000.0,2018
1191,2,1,50000.0,2018
1192,2,1,69452.0,2018
1193,2,1,66500.0,2018
1194,2,1,73000.0,2018
1195,2,1,64382.0,2018
1196,2,1,53582.0,2018
1197,2,1,65000.0,2018
1198,2,1,58056.0,2018
1199,2,1,60000.0,2018
1200,2,1,53606.0,2018
1201,2,1,70000.0,2018
1202,2,1,55562.0,2018
1203,2,1,50000.0,2018
1204,2,1,54504.0,2018
1205,2,1,68000.0,2018
1206,2,1,68443.0,2018
1207,2,1,55000.0,2018
1208,2,1,63030.0,2018
1209,2,1,73428.0,2018
1210,2,1,60000.0,2018
1211,2,1,64944.0,2018
1212,2,1,55000.0,2018
1213,2,1,63762.0,2018
1214,2,1,58000.0,2018
1215,2,1,56000.0,2018
1216,2,1,67235.0,2018
1217,2,1,51403.0,2018
1218,2,1,48784.0,2018
1219,2,1,68000.0,2018
1220,2,1,63000.0,2018
1221,2,1,48616.0,2018
1222,2,1,58525.0,2018
1223,2,1,72989.0,2018
1224,2,1,70138.0,2018
1225,2,1,55000.0,2018
1226,2,1,50000.0,2018
1227,2,1,59292.0,2018
1228,2,1,65000.0,2018
1229,2,1,60000.0,2018
1230,2,1,68000.0,2018
1231,2,1,73000.0,2018
1232,2,1,52404.0,2018
1233,2,1,74000.0,2018
1234,2,1,48616.0,2018
1235,2,1,51408.0,2018
1236,2,1,63000.0,2018
1237,2,1,59880.0,2018
1238,2,1,50000.0,2018
1239,2,1,66084.0,2018
1240,2,1,57000.0,2018
1241,2,1,60000.0,2018
1242,2,1,66833.0,2018
1243,2,1,55562.0,2018
1244,2,1,52000.0,2018
1245,2,1,63000.0,2018
1246,2,1,55000.0,2018
1247,2,1,73433.0,2018
1248,2,1,55020.0,2018
1249,2,1,51408.0,2018
1250,2,1,57000.0,2018
1251,2,1,62000.0,2018
1252,2,1,53600.0,2018
1253,2,1,61194.0,2018
1254,2,1,60000.0,2018
1255,2,1,52000.0,2018
1256,2,1,55000.0,2018
1257,2,1,59000.0,2018
1258,2,1,57276.0,2018
1259,2,1,50000.0,2018
1260,2,1,70000.0,2018
1261,2,1,61194.0,2018
1262,2,1,70000.0,2018
1263,2,1,52872.0,2018
1264,2,1,73433.0,2018
1265,2,1,65000.0,2018
1266,2,1,60000.0,2018
1267,2,1,65000.0,2018
1268,2,1,53500.0,2018
1269,2,1,60000.0,2018
1270,2,1,63000.0,2018
1271,2,1,64866.0,2018
1272,2,1,61680.0,2018
1273,2,1,60000.0,2018
1274,2,1,53000.0,2018
1275,2,1,63762.0,2018
1276,2,1,60000.0,2018
1277,2,1,54000.0,2018
1278,2,1,48616.0,2018
1279,2,1,61194.0,2018
1280,2,1,65000.0,2018
1281,2,1,66000.0,2018
1282,2,1,48616.0,2018
1283,2,1,70000.0,2018
1284,2,1,67313.0,2018
1285,2,1,53000.0,2018
1286,2,1,48955.0,2018
1287,2,1,68500.0,2018
1288,2,1,70000.0,2018
1289,2,1,61194.0,2018
1290,2,1,55075.0,2018
1291,2,1,52339.0,2018
1292,2,1,51000.0,2018
1293,2,1,52339.0,2018
1294,2,1,70500.0,2018
1295,2,1,55224.0,2018
1296,2,1,62507.0,2018
1297,2,1,60000.0,2018
1298,2,1,58746.0,2018
1299,2,1,64417.0,2018
1300,2,1,71976.0,2018
1301,2,1,51500.0,2018
1302,2,1,52627.0,2018
1303,2,1,65000.0,2018
1304,2,1,60391.0,2018
1305,2,1,50005.0,2018
1306,2,1,73326.0,2018
1307,2,1,54000.0,2018
1308,2,1,65000.0,2018
1309,2,1,50526.0,2018
1310,2,1,65000.0,2018
1311,2,1,52339.0,2018
1312,2,1,62507.0,2018
1313,2,1,55000.0,2018
1314,2,1,69452.0,2018
1315,2,1,60000.0,2018
1316,2,2,52872.0,2018
1317,2,2,60000.0,2018
1318,2,2,68820.0,2018
1319,2,2,50000.0,2018
1320,2,2,70008.0,2018
1321,2,2,65000.0,2018
1322,2,2,50052.0,2018
1323,2,2,54173.0,2018
1324,2,2,57000.0,2018
1325,2,2,51403.0,2018
1326,2,2,51403.0,2018
1327,2,2,58746.0,2018
1328,2,2,70903.0,2018
1329,2,2,55075.0,2018
1330,2,2,55080.0,2018
1331,2,2,61194.0,2018
1332,2,2,57648.0,2018
1333,2,2,63027.0,2018
1334,2,2,48616.0,2018
1335,2,2,61000.0,2018
1336,2,2,53076.0,2018
1337,2,2,72469.0,2018
1338,2,2,55000.0,2018
1339,2,2,72469.0,2018
1340,2,2,55075.0,2018
1341,2,2,51403.0,2018
1342,2,2,74000.0,2018
1343,2,2,55000.0,2018
1344,2,2,54173.0,2018
1345,2,2,50000.0,2018
1346,2,2,58661.0,2018
1347,2,2,66000.0,2018
1348,2,2,62400.0,2018
1349,2,2,51300.0,2018
1350,2,2,56407.0,2018
1351,2,2,55000.0,2018
1352,2,2,69036.0,2018
1353,2,2,50005.0,2018
1354,2,2,61194.0,2018
1355,2,2,52404.0,2018
1356,2,2,63979.0,2018
1357,2,2,70000.0,2018
1358,2,2,67000.0,2018
1359,2,2,59880.0,2018
1360,2,2,73433.0,2018
1361,2,2,70000.0,2018
1362,2,2,58752.0,2018
1363,2,2,54023.0,2018
1364,2,2,70000.0,2018
1365,2,2,70000.0,2018
1366,2,2,52339.0,2018
1367,2,2,65000.0,2018
1368,2,2,73433.0,2018
1369,2,2,61194.0,2018
1370,2,2,48955.0,2018
1371,2,2,52339.0,2018
1372,2,2,50000.0,2018
1373,2,2,61194.0,2018
1374,2,2,70000.0,2018
1375,2,2,48955.0,2018
1376,2,2,58000.0,2018
1377,2,2,74364.0,2018
1378,2,2,67235.0,2018
1379,2,2,49934.0,2018
1380,2,2,58340.0,2018
1381,2,2,59936.0,2018
1382,2,2,49200.0,2018
1383,2,2,61194.0,2018
1384,2,2,65000.0,2018
1385,2,2,52627.0,2018
1386,2,2,73000.0,2018
1387,2,2,64382.0,2018
1388,2,2,65000.0,2018
1389,2,2,58056.0,2018
1390,2,2,53606.0,2018
1391,2,2,70000.0,2018
1392,2,2,55562.0,2018
1393,2,2,50000.0,2018
1394,2,2,73000.0,2018
1395,2,2,68443.0,2018
1396,2,2,65000.0,2018
1397,2,2,55000.0,2018
1398,2,2,60000.0,2018
1399,2,2,48955.0,2018
1400,2,2,63762.0,2018
1401,2,2,61194.0,2018
1402,2,2,67235.0,2018
1403,2,2,51403.0,2018
1404,2,2,48784.0,2018
1405,2,2,63000.0,2018
1406,2,2,48616.0,2018
1407,2,2,58525.0,2018
1408,2,2,72989.0,2018
1409,2,2,50000.0,2018
1410,2,2,59292.0,2018
1411,2,2,65000.0,2018
1412,2,2,74000.0,2018
1413,2,2,49932.0,2018
1414,2,2,48616.0,2018
1415,2,2,52627.0,2018
1416,2,2,66057.0,2018
1417,2,2,59880.0,2018
1418,2,2,50000.0,2018
1419,2,2,60000.0,2018
1420,2,2,63000.0,2018
1421,2,2,62500.0,2018
1422,2,2,70000.0,2018
1423,2,2,61194.0,2018
1424,2,2,53239.0,2018
1425,2,2,72469.0,2018
1426,2,2,55020.0,2018
1427,2,2,69452.0,2018
1428,2,2,72989.0,2018
1429,2,2,48955.0,2018
1430,2,2,66000.0,2018
1431,2,2,65000.0,2018
1432,2,2,53600.0,2018
1433,2,2,66674.0,2018
1434,2,2,55000.0,2018
1435,2,2,53724.0,2018
1436,2,2,52000.0,2018
1437,2,2,56951.0,2018
1438,2,2,48955.0,2018
1439,2,2,66089.0,2018
1440,2,2,62556.0,2018
1441,2,2,67351.0,2018
1442,2,2,72031.0,2018
1443,2,2,62562.0,2018
1444,2,2,53851.0,2018
1445,2,2,52627.0,2018
1446,2,2,61194.0,2018
1447,2,2,73433.0,2018
1448,2,2,55080.0,2018
1449,2,2,71976.0,2018
1450,2,2,60000.0,2018
1451,2,2,55562.0,2018
1452,2,2,64866.0,2018
1453,2,2,61680.0,2018
1454,2,2,56000.0,2018
1455,2,2,63762.0,2018
1456,2,2,51408.0,2018
1457,2,2,57276.0,2018
1458,2,2,51403.0,2018
1459,2,2,48616.0,2018
1460,2,2,49308.0,2018
1461,2,2,70000.0,2018
1462,2,2,61194.0,2018
1463,2,2,55809.0,2018
1464,2,2,48616.0,2018
1465,2,2,60000.0,2018
1466,2,2,61683.0,2018
1467,2,2,53000.0,2018
1468,2,2,50000.0,2018
1469,2,2,67000.0,2018
1470,2,2,70000.0,2018
1471,2,2,48955.0,2018
1472,2,2,54000.0,2018
1473,2,2,51000.0,2018
1474,2,2,62507.0,2018
1475,2,2,48955.0,2018
1476,2,2,59729.0,2018
1477,2,2,51403.0,2018
1478,2,2,65000.0,2018
1479,2,2,57000.0,2018
1480,2,2,55224.0,2018
1481,2,2,58746.0,2018
1482,2,2,50005.0,2018
1483,2,2,52627.0,2018
1484,2,2,53851.0,2018
1485,2,2,50496.0,2018
1486,2,2,48500.0,2018
1487,2,2,74000.0,2018
1488,2,2,58746.0,2018
1489,2,2,62418.0,2018
1490,2,2,66084.0,2018
1491,2,2,68000.0,2018
1492,2,2,73326.0,2018
1493,2,2,52339.0,2018
1494,2,2,58752.0,2018
1495,2,2,61194.0,2018
1496,2,3,52872.0,2018
1497,2,3,60000.0,2018
1498,2,3,68820.0,2018
1499,2,3,50000.0,2018
1500,2,3,70008.0,2018
1501,2,3,65000.0,2018
1502,2,3,50052.0,2018
1503,2,3,54173.0,2018
1504,2,3,57000.0,2018
1505,2,3,51403.0,2018
1506,2,3,51403.0,2018
1507,2,3,58746.0,2018
1508,2,3,70903.0,2018
1509,2,3,55075.0,2018
1510,2,3,55080.0,2018
1511,2,3,61194.0,2018
1512,2,3,57648.0,2018
1513,2,3,63027.0,2018
1514,2,3,48616.0,2018
1515,2,3,61000.0,2018
1516,2,3,53076.0,2018
1517,2,3,72469.0,2018
1518,2,3,55000.0,2018
1519,2,3,72469.0,2018
1520,2,3,55075.0,2018
1521,2,3,51403.0,2018
1522,2,3,74000.0,2018
1523,2,3,55000.0,2018
1524,2,3,54173.0,2018
1525,2,3,50000.0,2018
1526,2,3,58661.0,2018
1527,2,3,66000.0,2018
1528,2,3,62400.0,2018
1529,2,3,51300.0,2018
1530,2,3,56407.0,2018
1531,2,3,55000.0,2018
1532,2,3,69036.0,2018
1533,2,3,50005.0,2018
1534,2,3,61194.0,2018
1535,2,3,52404.0,2018
1536,2,3,63979.0,2018
1537,2,3,70000.0,2018
1538,2,3,67000.0,2018
1539,2,3,59880.0,2018
1540,2,3,73433.0,2018
1541,2,3,70000.0,2018
1542,2,3,58752.0,2018
1543,2,3,54023.0,2018
1544,2,3,70000.0,2018
1545,2,3,70000.0,2018
1546,2,3,52339.0,2018
1547,2,3,65000.0,2018
1548,2,3,73433.0,2018
1549,2,3,61194.0,2018
1550,2,3,48955.0,2018
1551,2,3,52339.0,2018
1552,2,3,50000.0,2018
1553,2,3,61194.0,2018
1554,2,3,70000.0,2018
1555,2,3,48955.0,2018
1556,2,3,58000.0,2018
1557,2,3,74364.0,2018
1558,2,3,67235.0,2018
1559,2,3,49934.0,2018
1560,2,3,58340.0,2018
1561,2,3,59936.0,2018
1562,2,3,49200.0,2018
1563,2,3,61194.0,2018
1564,2,3,65000.0,2018
1565,2,3,52627.0,2018
1566,2,3,73000.0,2018
1567,2,3,64382.0,2018
1568,2,3,65000.0,2018
1569,2,3,58056.0,2018
1570,2,3,53606.0,2018
1571,2,3,70000.0,2018
1572,2,3,55562.0,2018
1573,2,3,50000.0,2018
1574,2,3,73000.0,2018
1575,2,3,68443.0,2018
1576,2,3,65000.0,2018
1577,2,3,55000.0,2018
1578,2,3,60000.0,2018
1579,2,3,48955.0,2018
1580,2,3,63762.0,2018
1581,2,3,61194.0,2018
1582,2,3,67235.0,2018
1583,2,3,51403.0,2018
1584,2,3,48784.0,2018
1585,2,3,63000.0,2018
1586,2,3,48616.0,2018
1587,2,3,58525.0,2018
1588,2,3,72989.0,2018
1589,2,3,50000.0,2018
1590,2,3,59292.0,2018
1591,2,3,65000.0,2018
1592,2,3,74000.0,2018
1593,2,3,49932.0,2018
1594,2,3,48616.0,2018
1595,2,3,52627.0,2018
1596,2,3,66057.0,2018
1597,2,3,59880.0,2018
1598,2,3,50000.0,2018
1599,2,3,60000.0,2018
1600,2,3,63000.0,2018
1601,2,3,62500.0,2018
1602,2,3,70000.0,2018
1603,2,3,61194.0,2018
1604,2,3,53239.0,2018
1605,2,3,72469.0,2018
1606,2,3,55020.0,2018
1607,2,3,69452.0,2018
1608,2,3,72989.0,2018
1609,2,3,48955.0,2018
1610,2,3,66000.0,2018
1611,2,3,65000.0,2018
1612,2,3,53600.0,2018
1613,2,3,66674.0,2018
1614,2,3,55000.0,2018
1615,2,3,53724.0,2018
1616,2,3,52000.0,2018
1617,2,3,56951.0,2018
1618,2,3,48955.0,2018
1619,2,3,66089.0,2018
1620,2,3,62556.0,2018
1621,2,3,67351.0,2018
1622,2,3,72031.0,2018
1623,2,3,62562.0,2018
1624,2,3,53851.0,2018
1625,2,3,52627.0,2018
1626,2,3,61194.0,2018
1627,2,3,73433.0,2018
1628,2,3,55080.0,2018
1629,2,3,71976.0,2018
1630,2,3,60000.0,2018
1631,2,3,55562.0,2018
1632,2,3,64866.0,2018
1633,2,3,61680.0,2018
1634,2,3,56000.0,2018
1635,2,3,63762.0,2018
1636,2,3,51408.0,2018
1637,2,3,57276.0,2018
1638,2,3,51403.0,2018
1639,2,3,48616.0,2018
1640,2,3,49308.0,2018
1641,2,3,70000.0,2018
1642,2,3,61194.0,2018
1643,2,3,55809.0,2018
1644,2,3,48616.0,2018
1645,2,3,60000.0,2018
1646,2,3,61683.0,2018
1647,2,3,53000.0,2018
1648,2,3,50000.0,2018
1649,2,3,67000.0,2018
1650,2,3,70000.0,2018
1651,2,3,48955.0,2018
1652,2,3,54000.0,2018
1653,2,3,51000.0,2018
1654,2,3,62507.0,2018
1655,2,3,48955.0,2018
1656,2,3,59729.0,2018
1657,2,3,51403.0,2018
1658,2,3,65000.0,2018
1659,2,3,57000.0,2018
1660,2,3,55224.0,2018
1661,2,3,58746.0,2018
1662,2,3,50005.0,2018
1663,2,3,52627.0,2018
1664,2,3,53851.0,2018
1665,2,3,50496.0,2018
1666,2,3,48500.0,2018
1667,2,3,74000.0,2018
1668,2,3,58746.0,2018
1669,2,3,62418.0,2018
1670,2,3,66084.0,2018
1671,2,3,68000.0,2018
1672,2,3,73326.0,2018
1673,2,3,52339.0,2018
1674,2,3,58752.0,2018
1675,2,3,61194.0,2018
1676,2,2,70000.0,2017
1677,2,2,50000.0,2017
1678,2,2,53763.4408602151,2017
1679,2,2,50000.0,2017
1680,2,2,60000.0,2017
1681,2,2,53571.4285714286,2017
1682,2,2,53030.303030303,2017
1683,2,2,51612.9032258064,2017
1684,2,2,52500.0,2017
1685,2,2,50000.0,2017
1686,2,2,71200.0,2017
1687,2,2,72649.5726495727,2017
1688,2,2,60000.0,2017
1689,2,2,53763.4408602151,2017
1690,2,2,50000.0,2017
1691,2,2,64400.0,2017
1692,2,2,72000.0,2017
1693,2,2,70000.0,2017
1694,2,2,52500.0,2017
1695,2,2,50000.0,2016
1696,2,2,60000.0,2016
1697,2,2,50000.0,2016
1698,2,2,70000.0,2016
1699,2,2,60000.0,2016
1700,2,2,60000.0,2016
1701,2,2,70000.0,2016
1702,2,2,60000.0,2016
1703,2,2,60000.0,2016
1704,2,2,50000.0,2016
1705,2,2,50000.0,2016
1706,2,2,70000.0,2016
1707,2,2,60000.0,2016
1708,2,2,50000.0,2016
1709,2,2,70000.0,2016
1710,2,2,60000.0,2016
1711,2,2,70000.0,2016
1712,3,1,58654.0,2022
1713,3,1,62340.0,2022
1714,3,1,64500.0,2022
1715,3,1,72894.0,2022
1716,3,1,63986.0,2022
1717,3,1,63986.0,2022
1718,3,1,56736.0,2022
1719,3,1,78084.0,2022
1720,3,1,62820.0,2022
1721,3,1,85500.0,2022
1722,3,1,57600.0,2022
1723,3,1,72000.0,2022
1724,3,1,66652.0,2022
1725,3,1,63984.0,2022
1726,3,1,70000.0,2022
1727,3,1,78916.0,2022
1728,3,1,62223.0,2022
1729,3,1,85000.0,2022
1730,3,1,85000.0,2022
1731,3,1,84925.0,2022
1732,3,1,63984.0,2022
1733,3,1,72156.0,2022
1734,3,1,60984.0,2022
1735,3,1,57288.0,2022
1736,3,1,68000.0,2022
1737,3,1,63322.0,2022
1738,3,2,68160.0,2022
1739,3,2,58654.0,2022
1740,3,2,62467.0,2022
1741,3,2,64486.0,2022
1742,3,2,78084.0,2022
1743,3,2,64500.0,2022
1744,3,2,63986.0,2022
1745,3,2,75384.0,2022
1746,3,2,63986.0,2022
1747,3,2,66338.0,2022
1748,3,2,73319.0,2022
1749,3,2,78084.0,2022
1750,3,2,74651.0,2022
1751,3,2,59050.0,2022
1752,3,2,62820.0,2022
1753,3,2,70385.0,2022
1754,3,2,65053.0,2022
1755,3,2,58872.0,2022
1756,3,2,70000.0,2022
1757,3,2,76783.0,2022
1758,3,2,77848.0,2022
1759,3,2,85000.0,2022
1760,3,2,58654.0,2022
1761,3,2,81666.0,2022
1762,3,2,60155.0,2022
1763,3,2,81700.0,2022
1764,3,2,79152.0,2022
1765,3,2,72518.0,2022
1766,3,2,56592.0,2022
1767,3,2,81666.0,2022
1768,3,2,72264.0,2022
1769,3,2,85315.0,2022
1770,3,2,57288.0,2022
1771,3,2,60840.0,2022
1772,3,2,69318.0,2022
1773,3,2,63986.0,2022
1774,3,2,75384.0,2022
1775,3,3,68160.0,2022
1776,3,3,58654.0,2022
1777,3,3,62467.0,2022
1778,3,3,64486.0,2022
1779,3,3,78084.0,2022
1780,3,3,64500.0,2022
1781,3,3,63986.0,2022
1782,3,3,75384.0,2022
1783,3,3,63986.0,2022
1784,3,3,66338.0,2022
1785,3,3,73319.0,2022
1786,3,3,78084.0,2022
1787,3,3,74651.0,2022
1788,3,3,59050.0,2022
1789,3,3,62820.0,2022
1790,3,3,70385.0,2022
1791,3,3,65053.0,2022
1792,3,3,58872.0,2022
1793,3,3,70000.0,2022
1794,3,3,76783.0,2022
1795,3,3,77848.0,2022
1796,3,3,85000.0,2022
1797,3,3,58654.0,2022
1798,3,3,81666.0,2022
1799,3,3,60155.0,2022
1800,3,3,81700.0,2022
1801,3,3,79152.0,2022
1802,3,3,72518.0,2022
1803,3,3,56592.0,2022
1804,3,3,81666.0,2022
1805,3,3,72264.0,2022
1806,3,3,85315.0,2022
1807,3,3,57288.0,2022
1808,3,3,60840.0,2022
1809,3,3,69318.0,2022
1810,3,3,63986.0,2022
1811,3,3,75384.0,2022
1812,3,1,67452.0,2021
1813,3,1,85000.0,2021
1814,3,1,60000.0,2021
1815,3,1,69183.0,2021
1816,3,1,62000.0,2021
1817,3,1,85000.0,2021
1818,3,1,70000.0,2021
1819,3,1,68507.0,2021
1820,3,1,60787.0,2021
1821,3,1,85397.0,2021
1822,3,1,69183.0,2021
1823,3,1,80000.0,2021
1824,3,1,63281.0,2021
1825,3,1,85000.0,2021
1826,3,1,62000.0,2021
1827,3,1,59000.0,2021
1828,3,1,70000.0,2021
1829,3,1,67704.0,2021
1830,3,1,80000.0,2021
1831,3,1,62500.0,2021
1832,3,1,75000.0,2021
1833,3,1,74000.0,2021
1834,3,1,86000.0,2021
1835,3,1,70264.0,2021
1836,3,1,65000.0,2021
1837,3,1,68000.0,2021
1838,3,1,80000.0,2021
1839,3,1,75669.0,2021
1840,3,1,71093.0,2021
1841,3,1,62300.0,2021
1842,3,1,70000.0,2021
1843,3,1,85000.0,2021
1844,3,1,85000.0,2021
1845,3,1,70264.0,2021
1846,3,2,75669.0,2021
1847,3,2,58167.0,2021
1848,3,2,67452.0,2021
1849,3,2,71850.0,2021
1850,3,2,59454.0,2021
1851,3,2,76700.0,2021
1852,3,2,85000.0,2021
1853,3,2,70000.0,2021
1854,3,2,71093.0,2021
1855,3,2,56723.0,2021
1856,3,2,64859.0,2021
1857,3,2,69800.0,2021
1858,3,2,78764.0,2021
1859,3,2,65055.0,2021
1860,3,2,71340.0,2021
1861,3,2,60787.0,2021
1862,3,2,85397.0,2021
1863,3,2,69183.0,2021
1864,3,2,76388.0,2021
1865,3,2,75631.0,2021
1866,3,2,85000.0,2021
1867,3,2,66000.0,2021
1868,3,2,73507.0,2021
1869,3,2,56788.0,2021
1870,3,2,64859.0,2021
1871,3,2,69809.0,2021
1872,3,2,68068.0,2021
1873,3,2,69809.0,2021
1874,3,2,70000.0,2021
1875,3,2,56763.0,2021
1876,3,2,59454.0,2021
1877,3,2,80000.0,2021
1878,3,2,62697.0,2021
1879,3,2,86000.0,2021
1880,3,2,64859.0,2021
1881,3,2,70264.0,2021
1882,3,2,56211.0,2021
1883,3,2,69957.0,2021
1884,3,2,62848.0,2021
1885,3,2,83200.0,2021
1886,3,2,86604.0,2021
1887,3,2,60752.0,2021
1888,3,2,76831.0,2021
1889,3,2,72426.0,2021
1890,3,2,75669.0,2021
1891,3,2,64859.0,2021
1892,3,2,86500.0,2021
1893,3,2,70000.0,2021
1894,3,2,85000.0,2021
1895,3,2,68507.0,2021
1896,3,2,70264.0,2021
1897,3,2,70000.0,2021
1898,3,2,82140.0,2021
1899,3,3,75669.0,2021
1900,3,3,58167.0,2021
1901,3,3,67452.0,2021
1902,3,3,71850.0,2021
1903,3,3,59454.0,2021
1904,3,3,76700.0,2021
1905,3,3,85000.0,2021
1906,3,3,70000.0,2021
1907,3,3,71093.0,2021
1908,3,3,56723.0,2021
1909,3,3,64859.0,2021
1910,3,3,69800.0,2021
1911,3,3,78764.0,2021
1912,3,3,65055.0,2021
1913,3,3,71340.0,2021
1914,3,3,60787.0,2021
1915,3,3,85397.0,2021
1916,3,3,69183.0,2021
1917,3,3,76388.0,2021
1918,3,3,75631.0,2021
