YearsCodePro,DevType,ConvertedCompYearly,OrgSize,Year
34,Data Analyst,150000.0,10-100,2022
5,Data Analyst,63072.0,100-1000,2022
11,Data Analyst,95979.0,10-100,2022
3,Data Analyst,33300.0,100-1000,2022
11,Data Analyst,16932.0,100-1000,2022
14,Data Analyst,65000.0,10-100,2022
Less than 1 year,Data Analyst,9650.0,1,2022
4,Data Analyst,5148.0,2-9,2022
12,Data Analyst,51589.0,10000+,2022
1,Data Analyst,15360.0,10-100,2022
14,Data Analyst,117308.0,100-1000,2022
11,Data Analyst,51600.0,10-100,2022
15,Data Analyst,28367.0,2-9,2022
3,Data Analyst,340488.0,10000+,2022
1,Data Analyst,18696.0,10000+,2022
20,Data Analyst,70276.0,1000-4999,2022
5,Data Analyst,151000.0,2-9,2022
23,Data Analyst,250000.0,1,2022
8,Data Analyst,145000.0,100-1000,2022
23,Data Analyst,68904.0,2-9,2022
1,Data Analyst,65000.0,10000+,2022
10,Data Analyst,70771.0,2-9,2022
25,Data Analyst,53322.0,1,2022
2,Data Analyst,54168.0,100-1000,2022
9,Data Analyst,125000.0,10000+,2022
20,Data Analyst,129912.0,10-100,2022
22,Data Analyst,175000.0,100-1000,2022
2,Data Analyst,63984.0,10-100,2022
4,Data Analyst,70385.0,10-100,2022
11,Data Analyst,59712.0,10-100,2022
35,Data Analyst,86112.0,1000-4999,2022
4,Data Analyst,10000.0,10-100,2022
5,Data Analyst,54060.0,1,2022
4,Data Analyst,109104.0,10-100,2022
3,Data Analyst,20088.0,10-100,2022
6,Data Analyst,95979.0,10-100,2022
24,Data Analyst,15477.0,1,2022
2,Data Analyst,6012.0,10-100,2022
7,Data Analyst,26880.0,100-1000,2022
8,Data Analyst,72187.0,1000-4999,2022
3,Data Analyst,63322.0,100-1000,2022
16,Data Analyst,51780.0,1,2022
1,Data Analyst,10318.0,1000-4999,2022
16,Data Analyst,31993.0,10-100,2022
6,Data Analyst,112727.0,100-1000,2022
7,Data Analyst,51192.0,10-100,2022
16,Data Analyst,54168.0,10-100,2022
18,Data Analyst,167540.0,10000+,2022
5,Data Analyst,14952.0,2-9,2022
2,Data Analyst,60787.0,1000-4999,2022
32,Data Analyst,79983.0,10000+,2022
8,Data Analyst,67186.0,10-100,2022
18,Data Analyst,49308.0,1,2022
12,Data Analyst,117126.0,10000+,2022
5,Data Analyst,998184.0,100-1000,2022
1,Data Analyst,26661.0,10-100,2022
10,Data Analyst,69104.0,5000-9999,2022
2,Data Analyst,36259.0,10000+,2022
15,Data Analyst,4000000.0,100-1000,2022
4,Data Analyst,62820.0,10-100,2022
2,Data Analyst,42657.0,10000+,2022
5,Data Analyst,28794.0,100-1000,2022
7,Data Analyst,799068.0,10-100,2022
6,Data Analyst,77848.0,1000-4999,2022
4,Data Analyst,33780.0,100-1000,2022
3,Data Analyst,17412.0,10-100,2022
1,Data Analyst,60000.0,100-1000,2022
Less than 1 year,Data Analyst,26880.0,10-100,2022
10,Data Analyst,36000.0,1,2022
3,Data Analyst,45000.0,10-100,2022
6,Data Analyst,3826100.0,10-100,2022
2,Data Analyst,19346.0,100-1000,2022
4,Data Analyst,29928.0,10000+,2022
1,Data Analyst,9544.0,10000+,2022
22,Data Analyst,473496.0,10000+,2022
10,Data Analyst,100000.0,10000+,2022
1,Data Analyst,22440.0,10-100,2022
10,Data Analyst,24972.0,10000+,2022
15,Data Analyst,56897.0,5000-9999,2022
18,Data Analyst,1320000.0,2-9,2022
8,Data Analyst,54659.0,10000+,2022
15,Data Analyst,38988.0,100-1000,2022
15,Data Analyst,70000.0,10-100,2022
20,Data Analyst,56292.0,10-100,2022
4,Data Analyst,11878.0,10000+,2022
15,Data Analyst,86381.0,10-100,2022
30,Data Analyst,7465.0,2-9,2022
5,Data Analyst,26352.0,10-100,2022
11,Data Analyst,149301.0,1000-4999,2022
9,Data Analyst,220000.0,10-100,2022
9,Data Analyst,87948.0,10000+,2022
10,Data Analyst,106644.0,10000+,2022
9,Data Analyst,76000.0,10000+,2022
23,Data Analyst,70380.0,2-9,2022
10,Data Analyst,178000.0,100-1000,2022
2,Data Analyst,62820.0,10-100,2022
20,Data Analyst,140000.0,100-1000,2022
Less than 1 year,Data Analyst,6449.0,10-100,2022
5,Data Analyst,69102.0,1000-4999,2022
1,Data Analyst,332724.0,1000-4999,2022
20,Data Analyst,102378.0,10-100,2022
8,Data Analyst,30153.0,2-9,2022
45,Data Analyst,250000.0,2-9,2022
7,Data Analyst,250000.0,1000-4999,2022
4,Data Analyst,120000.0,100-1000,2022
1,Data Analyst,103419.0,10000+,2022
30,Data Analyst,152500.0,10-100,2022
6,Data Analyst,51336.0,100-1000,2022
4,Data Analyst,58654.0,100-1000,2022
34,Data Analyst,88150.0,5000-9999,2022
4,Data Analyst,56076.0,100-1000,2022
16,Data Analyst,47772.0,2-9,2022
1,Data Analyst,70000.0,5000-9999,2022
5,Data Scientist,40205.0,10-100,2022
3,Data Scientist,68160.0,10-100,2022
7,Data Scientist,95000.0,100-1000,2022
3,Data Scientist,52769.0,10-100,2022
5,Data Scientist,35000.0,100-1000,2022
28,Data Scientist,6000000.0,10-100,2022
8,Data Scientist,1571124.0,10000+,2022
5,Data Scientist,54025.0,10-100,2022
5,Data Scientist,58037.0,10-100,2022
7,Data Scientist,53322.0,5000-9999,2022
5,Data Scientist,75000.0,5000-9999,2022
3,Data Scientist,58654.0,100-1000,2022
3,Data Scientist,26128.0,100-1000,2022
3,Data Scientist,150000.0,100-1000,2022
5,Data Scientist,34126.0,1000-4999,2022
7,Data Scientist,70276.0,10-100,2022
4,Data Scientist,109000.0,5000-9999,2022
8,Data Scientist,200000.0,100-1000,2022
4,Data Scientist,158000.0,100-1000,2022
25,Data Scientist,127972.0,10-100,2022
9,Data Scientist,150660.0,10-100,2022
6,Data Scientist,140000.0,10000+,2022
3,Data Scientist,62467.0,100-1000,2022
2,Data Scientist,250000.0,100-1000,2022
10,Data Scientist,95979.0,100-1000,2022
6,Data Scientist,31993.0,10-100,2022
3,Data Scientist,90000.0,10000+,2022
8,Data Scientist,40956.0,10-100,2022
8,Data Scientist,230000.0,100-1000,2022
7,Data Scientist,172188.0,100-1000,2022
18,Data Scientist,159950.0,10-100,2022
3,Data Scientist,64486.0,10000+,2022
7,Data Scientist,100000.0,100-1000,2022
17,Data Scientist,182841.0,10000+,2022
12,Data Scientist,281103.0,1,2022
5,Data Scientist,15000000.0,10000+,2022
31,Data Scientist,305000.0,10000+,2022
5,Data Scientist,41556.0,10-100,2022
2,Data Scientist,52769.0,2-9,2022
9,Data Scientist,58500.0,0,2022
35,Data Scientist,1440000.0,2-9,2022
3,Data Scientist,78084.0,10-100,2022
4,Data Scientist,70000.0,2-9,2022
14,Data Scientist,485000.0,2-9,2022
5,Data Scientist,14952.0,10000+,2022
12,Data Scientist,108891.0,100-1000,2022
8,Data Scientist,46070.0,100-1000,2022
10,Data Scientist,70000.0,1000-4999,2022
11,Data Scientist,151992.0,10-100,2022
1,Data Scientist,110000.0,10-100,2022
10,Data Scientist,94829.0,10-100,2022
4,Data Scientist,250000.0,10000+,2022
4,Data Scientist,76783.0,1000-4999,2022
4,Data Scientist,131921.0,10000+,2022
2,Data Scientist,75000.0,0,2022
4,Data Scientist,93846.0,10-100,2022
1,Data Scientist,956000.0,1000-4999,2022
6,Data Scientist,82922.0,100-1000,2022
3,Data Scientist,9000000.0,1000-4999,2022
8,Data Scientist,64608.0,1000-4999,2022
11,Data Scientist,46430.0,10-100,2022
10,Data Scientist,251279.0,100-1000,2022
1,Data Scientist,180000.0,10000+,2022
4,Data Scientist,115000.0,10000+,2022
2,Data Scientist,49583.0,5000-9999,2022
16,Data Scientist,400000.0,10000+,2022
5,Data Scientist,38388.0,100-1000,2022
3,Data Scientist,185000.0,100-1000,2022
10,Data Scientist,171785.0,100-1000,2022
7,Data Scientist,115000.0,100-1000,2022
7,Data Scientist,75384.0,100-1000,2022
15,Data Scientist,113076.0,10-100,2022
14,Data Scientist,29436.0,2-9,2022
3,Data Scientist,3513800.0,5000-9999,2022
3,Data Scientist,106793.0,10-100,2022
5,Data Scientist,83182.0,10-100,2022
22,Data Scientist,176928.0,10-100,2022
15,Data Scientist,180000.0,100-1000,2022
1,Data Scientist,1380000.0,2-9,2022
10,Data Scientist,128000.0,10-100,2022
4,Data Scientist,145000.0,100-1000,2022
5,Data Scientist,3500.0,10-100,2022
8,Data Scientist,150000.0,100-1000,2022
5,Data Scientist,1104024.0,10-100,2022
10,Data Scientist,155000.0,5000-9999,2022
14,Data Scientist,160000.0,100-1000,2022
8,Data Scientist,75000.0,10-100,2022
11,Data Scientist,6148300.0,10000+,2022
9,Data Scientist,187402.0,1000-4999,2022
1,Data Scientist,4308.0,10000+,2022
6,Data Scientist,95000.0,1000-4999,2022
7,Data Scientist,195210.0,5000-9999,2022
3,Data Scientist,115800.0,1,2022
14,Data Scientist,200000.0,10000+,2022
13,Data Scientist,77000.0,1000-4999,2022
5,Data Scientist,63984.0,100-1000,2022
8,Data Scientist,950000.0,1000-4999,2022
6,Data Scientist,300000.0,100-1000,2022
3,Data Scientist,42348.0,10-100,2022
5,Data Scientist,4092.0,10-100,2022
11,Data Scientist,110000.0,100-1000,2022
12,Data Scientist,46430.0,10-100,2022
2,Data Scientist,113000.0,5000-9999,2022
18,Data Scientist,466332.0,100-1000,2022
2,Data Scientist,42348.0,2-9,2022
5,Data Scientist,123888.0,5000-9999,2022
14,Data Scientist,73584.0,2-9,2022
5,Data Scientist,104034.0,2-9,2022
3,Data Scientist,64500.0,10-100,2022
7,Data Scientist,66656.0,5000-9999,2022
15,Data Scientist,37116.0,10-100,2022
1,Data Scientist,20281.0,10-100,2022
Less than 1 year,Data Scientist,32964.0,10000+,2022
3,Data Scientist,92002.0,10000+,2022
8,Data Scientist,652656.0,10000+,2022
6,Data Scientist,19200.0,10-100,2022
9,Data Scientist,7728.0,1000-4999,2022
28,Data Scientist,62820.0,1,2022
3,Data Scientist,44790.0,5000-9999,2022
21,Data Scientist,155129.0,10-100,2022
6,Data Scientist,76476.0,10000+,2022
6,Data Scientist,79152.0,5000-9999,2022
2,Data Scientist,42660.0,10000+,2022
5,Data Scientist,47743.0,100-1000,2022
10,Data Scientist,215000.0,5000-9999,2022
6,Data Scientist,109787.0,1000-4999,2022
11,Data Scientist,61281.0,1000-4999,2022
4,Data Scientist,108336.0,10-100,2022
28,Data Scientist,57588.0,100-1000,2022
5,Data Scientist,45857.0,100-1000,2022
15,Data Scientist,214000.0,1000-4999,2022
8,Data Scientist,48624.0,100-1000,2022
6,Data Scientist,62467.0,1000-4999,2022
4,Data Scientist,46390.0,5000-9999,2022
2,Data Scientist,29436.0,2-9,2022
6,Data Scientist,100245.0,1000-4999,2022
6,Data Scientist,139000.0,1000-4999,2022
30,Data Scientist,157351.0,10000+,2022
4,Data Scientist,6672.0,10000+,2022
2,Data Scientist,30528.0,10-100,2022
7,Data Scientist,47990.0,10-100,2022
10,Data Scientist,106793.0,10000+,2022
3,Data Scientist,42657.0,10000+,2022
2,Data Scientist,54025.0,10000+,2022
3,Data Scientist,47990.0,1000-4999,2022
8,Data Scientist,47990.0,10-100,2022
15,Data Scientist,45720.0,1000-4999,2022
1,Data Scientist,32666.0,100-1000,2022
Less than 1 year,Data Scientist,18612.0,100-1000,2022
3,Data Scientist,129132.0,1000-4999,2022
5,Data Scientist,52416.0,10-100,2022
Less than 1 year,Data Scientist,46704.0,100-1000,2022
5,Data Scientist,106644.0,2-9,2022
5,Data Scientist,204468.0,10-100,2022
7,Data Scientist,61176.0,1000-4999,2022
12,Data Scientist,95699.0,10-100,2022
8,Data Scientist,77100.0,10-100,2022
2,Data Scientist,31993.0,100-1000,2022
7,Data Scientist,1151748.0,10000+,2022
12,Data Scientist,61560.0,10-100,2022
3,Data Scientist,24972.0,10-100,2022
1,Data Scientist,75384.0,10-100,2022
4,Data Scientist,131921.0,10000+,2022
6,Data Scientist,95979.0,1000-4999,2022
5,Data Scientist,63984.0,1000-4999,2022
5,Data Scientist,116065.0,10-100,2022
17,Data Scientist,8508.0,10-100,2022
22,Data Scientist,63984.0,1000-4999,2022
7,Data Scientist,44796.0,5000-9999,2022
3,Data Scientist,36036.0,10000+,2022
4,Data Scientist,35192.0,100-1000,2022
3,Data Scientist,95979.0,10000+,2022
20,Data Scientist,373253.0,100-1000,2022
2,Data Scientist,7512.0,2-9,2022
4,Data Scientist,55455.0,1000-4999,2022
3,Data Scientist,34822.0,100-1000,2022
2,Data Scientist,76783.0,10-100,2022
20,Data Scientist,84456.0,2-9,2022
4,Data Scientist,82964.0,10000+,2022
6,Data Scientist,94230.0,10-100,2022
20,Data Scientist,74000.0,2-9,2022
2,Data Scientist,29436.0,10-100,2022
4,Data Scientist,51768.0,1000-4999,2022
5,Data Scientist,29436.0,100-1000,2022
6,Data Scientist,32160.0,10-100,2022
20,Data Scientist,106644.0,10000+,2022
2,Data Scientist,603072.0,10-100,2022
3,Data Scientist,8508.0,10-100,2022
20,Data Scientist,376918.0,10-100,2022
5,Data Scientist,55455.0,10-100,2022
1,Data Scientist,27264.0,10-100,2022
Less than 1 year,Data Scientist,33276.0,10-100,2022
6,Data Scientist,127968.0,2-9,2022
15,Data Scientist,130932.0,2-9,2022
Less than 1 year,Data Scientist,19104.0,100-1000,2022
4,Data Scientist,78912.0,2-9,2022
11,Data Scientist,25794.0,10000+,2022
1,Data Scientist,74651.0,5000-9999,2022
8,Data Scientist,51192.0,10000+,2022
12,Data Scientist,70935.0,10000+,2022
4,Data Scientist,25644.0,10-100,2022
12,Data Scientist,48540.0,10-100,2022
1,Data Scientist,467376.0,1000-4999,2022
4,Data Scientist,22764.0,10000+,2022
12,Data Scientist,71984.0,10000+,2022
11,Data Scientist,106644.0,10000+,2022
14,Data Scientist,47990.0,10-100,2022
20,Data Scientist,149301.0,10000+,2022
22,Data Scientist,83633.0,10-100,2022
4,Data Scientist,49368.0,10-100,2022
22,Data Scientist,54388.0,10-100,2022
5,Data Scientist,85104.0,10-100,2022
2,Data Scientist,22860.0,10-100,2022
10,Data Scientist,79983.0,10-100,2022
6,Data Scientist,57588.0,1000-4999,2022
13,Data Scientist,63984.0,100-1000,2022
3,Data Scientist,63986.0,100-1000,2022
25,Data Scientist,75384.0,100-1000,2022
5,Data Scientist,69318.0,1000-4999,2022
30,Data Scientist,106793.0,5000-9999,2022
12,Data Scientist,117629.0,2-9,2022
12,Data Scientist,51589.0,2-9,2022
7,Data Scientist,33275.0,100-1000,2022
5,Data Scientist,103248.0,10-100,2022
4,Data Scientist,181294.0,10000+,2022
Less than 1 year,Data Scientist,44148.0,5000-9999,2022
10,Data Scientist,42657.0,5000-9999,2022
13,Data Scientist,175689.0,1000-4999,2022
3,Data Scientist,75384.0,10-100,2022
6,Data Scientist,37325.0,10-100,2022
7,Data Scientist,52255.0,100-1000,2022
6,Data Scientist,46356.0,100-1000,2022
16,Data Scientist,118932.0,10-100,2022
15,Data Scientist,33533.0,1000-4999,2022
4,Data Scientist,52255.0,10-100,2022
20,Data Scientist,78916.0,1,2022
2,Data Scientist,9802.0,10000+,2022
4,Data Scientist,81666.0,100-1000,2022
5,Data Scientist,44796.0,10-100,2022
40,Data Scientist,255945.0,10000+,2022
26,Data Scientist,179352.0,10-100,2022
3,Data Scientist,108590.0,10-100,2022
6,Data Scientist,85315.0,10000+,2022
4,Data Scientist,85315.0,10000+,2022
3,Data Scientist,37620.0,100-1000,2022
4,Data Scientist,31992.0,100-1000,2022
8,Data Scientist,61853.0,10-100,2022
11,Data Scientist,58814.0,10-100,2022
6,Data Scientist,38688.0,100-1000,2022
9,Data Scientist,51420.0,5000-9999,2022
4,Data Scientist,155443.0,10000+,2022
13,Data Scientist,500000.0,10000+,2022
5,Data Scientist,89580.0,100-1000,2022
Less than 1 year,Data Scientist,20784.0,2-9,2022
12,Data Scientist,73499.0,10-100,2022
4,Data Scientist,44796.0,10-100,2022
3,Data Scientist,14352.0,100-1000,2022
1,Data Scientist,31176.0,2-9,2022
11,Data Scientist,27012.0,100-1000,2022
3,Data Scientist,153000.0,10-100,2022
21,Data Scientist,72983.0,10000+,2022
6,Data Scientist,87948.0,1000-4999,2022
9,Data Scientist,44790.0,10-100,2022
3,Data Scientist,40205.0,10000+,2022
6,Data Scientist,98520.0,10-100,2022
3,Data Scientist,48624.0,10-100,2022
10,Data Scientist,1105680.0,10000+,2022
16,Data Scientist,64416.0,10000+,2022
11,Data Scientist,154860.0,5000-9999,2022
11,Data Scientist,140000.0,10000+,2022
4,Data Scientist,72871.0,1000-4999,2022
10,Data Scientist,121870.0,10000+,2022
20,Data Scientist,22548.0,10-100,2022
8,Data Scientist,81666.0,10-100,2022
5,Data Scientist,90647.0,10-100,2022
5,Data Scientist,34560.0,10000+,2022
3,Data Scientist,13644.0,100-1000,2022
4,Data Scientist,95541.0,100-1000,2022
Less than 1 year,Data Scientist,53322.0,10-100,2022
2,Data Scientist,2193.0,100-1000,2022
5,Data Scientist,708.0,100-1000,2022
2,Data Scientist,34126.0,2-9,2022
2,Data Scientist,19860.0,10-100,2022
20,Data Scientist,230000.0,10000+,2022
6,Data Scientist,28116.0,100-1000,2022
22,Data Scientist,90324.0,10000+,2022
2,Data Scientist,45857.0,10000+,2022
3,Data Scientist,42657.0,1000-4999,2022
4,Data Scientist,63986.0,100-1000,2022
10,Data Scientist,58548.0,1000-4999,2022
8,Data Scientist,38388.0,2-9,2022
6,Data Scientist,1241028.0,1000-4999,2022
10,Data Scientist,201023.0,100-1000,2022
4,Data Scientist,11607.0,100-1000,2022
20,Data Scientist,144787.0,10-100,2022
3,Data Scientist,63986.0,10-100,2022
9,Data Scientist,39627.0,10000+,2022
6,Data Scientist,269035.0,5000-9999,2022
2,Data Scientist,10332.0,10000+,2022
6,Data Scientist,95979.0,5000-9999,2022
9,Data Scientist,86872.0,10-100,2022
22,Data Scientist,127968.0,1,2022
5,Data Scientist,68000.0,0,2022
8,Data Scientist,250000.0,5000-9999,2022
4,Data Scientist,20000.0,100-1000,2022
4,Data Scientist,51189.0,1000-4999,2022
3,Data Scientist,94000.0,5000-9999,2022
14,Data Scientist,3000000.0,10-100,2022
8,Data Scientist,77896.0,1000-4999,2022
17,Data Scientist,63986.0,1,2022
7,Data Scientist,115000.0,1000-4999,2022
17,Data Scientist,53322.0,1000-4999,2022
10,Data Scientist,100000.0,100-1000,2022
1,Data Scientist,47990.0,10000+,2022
2,Data Scientist,934752.0,100-1000,2022
7,Data Scientist,175000.0,10-100,2022
13,Data Scientist,28152.0,0,2022
25,Data Scientist,250000.0,1000-4999,2022
2,Data Scientist,62467.0,2-9,2022
22,Data Scientist,121574.0,10-100,2022
9,Data Scientist,69108.0,100-1000,2022
6,Data Scientist,150000.0,1000-4999,2022
19,Data Scientist,69375.0,10000+,2022
2,Data Scientist,156168.0,10000+,2022
12,Data Scientist,42144.0,10000+,2022
5,Data Scientist,53300.0,10000+,2022
7,Data Scientist,106644.0,1000-4999,2022
7,Data Scientist,135000.0,10-100,2022
1,Data Scientist,17448.0,100-1000,2022
15,Data Scientist,572916.0,100-1000,2022
22,Data Scientist,88980.0,100-1000,2022
4,Data Scientist,69372.0,10-100,2022
2,Data Scientist,29436.0,10-100,2022
8,Data Scientist,76783.0,10-100,2022
9,Data Scientist,120000.0,2-9,2022
8,Data Scientist,85315.0,10-100,2022
5,Data Scientist,18192.0,2-9,2022
12,Data Scientist,60307.0,10-100,2022
6,Data Scientist,200000.0,1000-4999,2022
12,Data Scientist,85315.0,10000+,2022
5,Data Scientist,130000.0,10000+,2022
10,Data Scientist,118380.0,10-100,2022
10,Data Scientist,142000.0,100-1000,2022
1,Data Scientist,3869.0,10000+,2022
2,Data Scientist,125000.0,10-100,2022
3,Data Scientist,66338.0,10-100,2022
4,Data Scientist,143000.0,10-100,2022
20,Data Scientist,1241028.0,1,2022
1,Data Scientist,50000.0,0,2022
4,Data Scientist,53322.0,1000-4999,2022
7,Data Scientist,141400.0,1000-4999,2022
1,Data Scientist,70000.0,10-100,2022
3,Data Scientist,45857.0,1000-4999,2022
12,Data Scientist,14952.0,2-9,2022
12,Data Scientist,140000.0,2-9,2022
9,Data Scientist,148360.0,10000+,2022
8,Data Scientist,35832.0,10-100,2022
23,Data Scientist,200000.0,10-100,2022
8,Data Scientist,58654.0,10000+,2022
7,Data Scientist,58654.0,1000-4999,2022
25,Data Scientist,66156.0,10-100,2022
10,Data Scientist,38388.0,10-100,2022
13,Data Scientist,304740.0,2-9,2022
5,Data Scientist,742236.0,10-100,2022
3,Data Scientist,73319.0,1000-4999,2022
4,Data Scientist,19241.0,1,2022
5,Data Scientist,20688.0,1000-4999,2022
30,Data Scientist,186155.0,1,2022
4,Data Scientist,240000.0,100-1000,2022
5,Data Scientist,50000.0,1000-4999,2022
3,Data Scientist,90000.0,0,2022
30,Data Scientist,320000.0,5000-9999,2022
5,Data Scientist,49856.0,10-100,2022
4,Data Scientist,280000.0,10-100,2022
40,Data Scientist,130000.0,2-9,2022
15,Data Scientist,180000.0,100-1000,2022
5,Data Scientist,14664.0,10-100,2022
11,Data Scientist,72518.0,100-1000,2022
10,Data Scientist,140000.0,10-100,2022
8,Data Scientist,36700.0,5000-9999,2022
11,Data Scientist,280000.0,10-100,2022
7,Data Scientist,51589.0,10000+,2022
5,Data Scientist,119357.0,10-100,2022
3,Data Scientist,25500.0,10-100,2022
8,Data Scientist,83688.0,10000+,2022
14,Data Scientist,126496.0,100-1000,2022
5,Data Scientist,92000.0,100-1000,2022
3,Data Scientist,42657.0,2-9,2022
12,Data Scientist,130000.0,1000-4999,2022
25,Data Scientist,74651.0,2-9,2022
3,Data Scientist,36184.0,2-9,2022
21,Data Scientist,250000.0,1,2022
2,Data Scientist,58654.0,100-1000,2022
14,Data Scientist,61563.0,100-1000,2022
2,Data Scientist,29436.0,10000+,2022
5,Data Scientist,115000.0,10-100,2022
18,Data Scientist,215000.0,10-100,2022
6,Data Scientist,58654.0,100-1000,2022
24,Data Scientist,106644.0,1000-4999,2022
5,Data Scientist,62467.0,10-100,2022
5,Data Scientist,51192.0,10000+,2022
6,Data Scientist,149301.0,10000+,2022
15,Data Scientist,215000.0,100-1000,2022
9,Data Scientist,74651.0,1000-4999,2022
1,Data Scientist,28908.0,10-100,2022
3,Data Scientist,8000000.0,1000-4999,2022
4,Data Scientist,7000.0,10-100,2022
10,Data Scientist,75384.0,10000+,2022
5,Data Scientist,18180.0,10-100,2022
5,Data Scientist,103000.0,1000-4999,2022
4,Data Scientist,39885.0,100-1000,2022
8,Data Scientist,150000.0,100-1000,2022
2,Data Scientist,32666.0,0,2022
12,Data Scientist,65000.0,10-100,2022
7,Data Scientist,74180.0,10000+,2022
10,Data Scientist,24084.0,10000+,2022
5,Data Scientist,75864.0,10-100,2022
3,Data Scientist,10800.0,10-100,2022
3,Data Scientist,91000.0,10000+,2022
7,Data Scientist,450000.0,2-9,2022
25,Data Scientist,234252.0,1,2022
3,Data Scientist,9028.0,1000-4999,2022
12,Data Scientist,110000.0,10000+,2022
20,Data Scientist,200000.0,2-9,2022
14,Data Scientist,122000.0,100-1000,2022
11,Data Scientist,12216.0,10-100,2022
4,Data Scientist,26028.0,1000-4999,2022
9,Data Scientist,144144.0,5000-9999,2022
15,Data Scientist,90224.0,1000-4999,2022
2,Data Scientist,66372.0,10-100,2022
14,Data Scientist,150000.0,1000-4999,2022
2,Data Scientist,125000.0,10000+,2022
8,Data Scientist,72684.0,100-1000,2022
8,Data Scientist,100000.0,100-1000,2022
10,Data Scientist,100000.0,100-1000,2022
25,Data Scientist,180000.0,10-100,2022
5,Data Scientist,88800.0,1000-4999,2022
3,Data Scientist,190000.0,10-100,2022
4,Data Scientist,94230.0,5000-9999,2022
10,Data Scientist,665460.0,10-100,2022
25,Data Scientist,83184.0,10-100,2022
11,Data Scientist,80000.0,2-9,2022
8,Data Scientist,78000.0,0,2022
Less than 1 year,Data Scientist,12468.0,10-100,2022
10,Data Scientist,90647.0,10000+,2022
2,Data Scientist,85000.0,10-100,2022
16,Data Scientist,140000.0,10000+,2022
8,Data Scientist,150000.0,5000-9999,2022
2,Data Scientist,6888.0,10000+,2022
11,Data Scientist,200000.0,2-9,2022
15,Data Scientist,79983.0,10-100,2022
6,Data Scientist,120000.0,100-1000,2022
8,Data Scientist,149301.0,1000-4999,2022
5,Data Scientist,76783.0,10-100,2022
9,Data Scientist,93927.0,10-100,2022
1,Data Scientist,85000.0,10000+,2022
8,Data Scientist,16368.0,1000-4999,2022
Less than 1 year,Data Scientist,19944.0,100-1000,2022
7,Data Scientist,3252.0,1,2022
17,Data Scientist,240000.0,10000+,2022
15,Data Scientist,144787.0,100-1000,2022
3,Data Scientist,100000.0,100-1000,2022
17,Data Scientist,127972.0,10000+,2022
8,Data Scientist,181294.0,10000+,2022
15,Data Scientist,109318.0,10-100,2022
20,Data Scientist,124447.0,1000-4999,2022
2,Data Scientist,36468.0,1,2022
11,Data Scientist,120000.0,10000+,2022
7,Data Scientist,380000.0,10000+,2022
35,Data Scientist,125000.0,10000+,2022
33,Data Scientist,275000.0,100-1000,2022
2,Data Scientist,31800.0,1000-4999,2022
14,Data Scientist,47990.0,10-100,2022
38,Data Scientist,196000.0,100-1000,2022
10,Data Scientist,120000.0,2-9,2022
6,Data Scientist,140000.0,1000-4999,2022
14,Data Scientist,155696.0,10000+,2022
10,Data Scientist,95541.0,100-1000,2022
15,Data Scientist,140000.0,10000+,2022
5,Data Scientist,92002.0,1000-4999,2022
40,Data Scientist,141542.0,1,2022
24,Data Scientist,85000.0,100-1000,2022
22,Data Scientist,230000.0,1000-4999,2022
3,Data Scientist,7738.0,2-9,2022
11,Data Scientist,27168.0,10000+,2022
4,Data Scientist,105111.0,10000+,2022
10,Data Scientist,140000.0,10000+,2022
2,Data Scientist,130000.0,10-100,2022
6,Data Scientist,130000.0,1000-4999,2022
20,Data Scientist,77383.0,10000+,2022
10,Data Scientist,760000.0,5000-9999,2022
3,Data Scientist,78084.0,10-100,2022
4,Data Scientist,90000.0,10-100,2022
10,Data Scientist,960132.0,100-1000,2022
4,Data Scientist,178000.0,100-1000,2022
4,Data Scientist,1250000.0,10-100,2022
12,Data Scientist,34896.0,10000+,2022
6,Data Scientist,315000.0,10000+,2022
10,Data Scientist,51710.0,5000-9999,2022
1,Data Scientist,9170.0,0,2022
20,Data Scientist,102933.0,10-100,2022
13,Data Scientist,70276.0,10-100,2022
3,Data Scientist,74651.0,1000-4999,2022
6,Data Scientist,77848.0,10000+,2022
11,Data Scientist,69318.0,10-100,2022
30,Data Scientist,85300.0,10000+,2022
6,Data Scientist,300000.0,10000+,2022
7,Data Scientist,76783.0,100-1000,2022
2,Data Scientist,1644.0,10-100,2022
1,Data Scientist,41461.0,100-1000,2022
6,Data Scientist,79983.0,10000+,2022
12,Data Scientist,139284.0,100-1000,2022
5,Data Scientist,63986.0,10-100,2022
5,Data Scientist,36259.0,100-1000,2022
5,Data Scientist,61320.0,5000-9999,2022
6,Data Scientist,60000.0,1,2022
7,Data Scientist,53774.0,5000-9999,2022
42,Data Scientist,200000.0,1,2022
20,Data Scientist,134445.0,10-100,2022
19,Data Scientist,84924.0,10000+,2022
7,Data Scientist,67896.0,100-1000,2022
1,Data Scientist,54708.0,100-1000,2022
8,Data Scientist,9840.0,10-100,2022
6,Data Scientist,96444.0,10-100,2022
20,Data Scientist,34812.0,5000-9999,2022
15,Data Scientist,74651.0,100-1000,2022
3,Data Scientist,165012.0,10000+,2022
10,Data Scientist,53748.0,100-1000,2022
Less than 1 year,Data Scientist,10944.0,100-1000,2022
5,Data Scientist,30764.0,10000+,2022
10,Data Scientist,127972.0,10-100,2022
8,Data Scientist,44148.0,10-100,2022
