YearsCodedJob,DeveloperType,Salary,CompanySize,Year
2,Data Scientist,60000.0,10-100,2017
6,Data Scientist,78000.0,10000+,2017
3,Data Scientist,45161.2903225806,1000-4999,2017
6,Data Scientist,6900.60196740567,10000+,2017
7,Data Scientist,17419.3548387097,100-1000,2017
10,Data Scientist,64516.1290322581,10000+,2017
6,Data Scientist,24060.1503759398,100-1000,2017
3,Data Scientist,1612.90322580645,10-100,2017
2,Data Scientist,2962.96296296296,10-100,2017
6,Data Scientist,37634.4086021505,10-100,2017
10,Data Scientist,130000.0,100-1000,2017
10,Data Scientist,21505.376344086,10-100,2017
10,Data Scientist,107526.88172043,10000+,2017
14,Data Scientist,88172.0430107527,10-100,2017
3,Data Scientist,55913.9784946237,10-100,2017
11,Data Scientist,83000.0,10-100,2017
8,Data Scientist,49547.5113122172,10-100,2017
2,Data Scientist,4404.63955366319,1000-4999,2017
20,Data Scientist,89712.9186602871,1000-4999,2017
8,Data Scientist,38709.6774193548,2-9,2017
11,Data Scientist,2576.09502598367,2-9,2017
7,Data Scientist,18313.9784946237,10-100,2017
4,Data Scientist,62500.0,10000+,2017
2,Data Scientist,4140.12738853503,10-100,2017
8,Data Scientist,37096.7741935484,1000-4999,2017
20,Data Scientist,107526.88172043,10000+,2017
4,Data Scientist,12500.0,100-1000,2017
4,Data Scientist,28750.0,2-9,2017
1,Data Scientist,59139.7849462366,10-100,2017
5,Data Scientist,110000.0,1000-4999,2017
8,Data Scientist,32258.064516129,10-100,2017
17,Data Scientist,100000.0,1000-4999,2017
5,Data Scientist,36500.0,10-100,2017
20,Data Scientist,37634.4086021505,10-100,2017
5,Data Scientist,180000.0,2-9,2017
9,Data Scientist,55000.0,100-1000,2017
2,Data Scientist,17500.0,10-100,2017
1,Data Scientist,36129.0322580645,5000-9999,2017
9,Data Scientist,12479.8120687124,10000+,2017
20,Data Scientist,80645.1612903226,10000+,2017
4,Data Scientist,38709.6774193548,10-100,2017
7,Data Scientist,70000.0,100-1000,2017
11,Data Scientist,42500.0,2-9,2017
1,Data Scientist,45000.0,2-9,2017
1,Data Scientist,18000.0,10-100,2017
1,Data Scientist,100000.0,2-9,2017
11,Data Scientist,36250.0,2-9,2017
2,Data Scientist,12839.5061728395,10-100,2017
2,Data Scientist,53763.4408602151,10-100,2017
17,Data Scientist,150000.0,10000+,2017
16,Data Scientist,71428.5714285714,100-1000,2017
1,Data Scientist,70000.0,10000+,2017
4,Data Scientist,43939.3939393939,100-1000,2017
4,Data Scientist,13891.4613817374,10-100,2017
13,Data Scientist,93000.0,10000+,2017
12,Data Scientist,45454.5454545455,100-1000,2017
20,Data Scientist,113636.363636364,1000-4999,2017
6,Data Scientist,35483.8709677419,100-1000,2017
2,Data Scientist,21925.9259259259,5000-9999,2017
5,Data Scientist,51583.7104072398,100-1000,2017
17,Data Scientist,100000.0,10000+,2017
20,Data Scientist,102564.102564103,1000-4999,2017
4,Data Scientist,70000.0,100-1000,2017
6,Data Scientist,108000.0,10000+,2017
20,Data Scientist,58333.3333333333,10-100,2017
2,Data Scientist,100000.0,100-1000,2017
20,Data Scientist,137500.0,10000+,2017
5,Data Scientist,14051.6129032258,10000+,2017
8,Data Scientist,175000.0,2-9,2017
20,Data Scientist,160000.0,10000+,2017
3,Data Scientist,170000.0,100-1000,2017
4,Data Scientist,48000.0,100-1000,2017
6,Data Scientist,11452.0628395243,10000+,2017
16,Data Scientist,75000.0,1000-4999,2017
5,Data Scientist,92500.0,10000+,2017
2,Data Scientist,48387.0967741935,10-100,2017
2,Data Scientist,42500.0,10000+,2017
12,Data Scientist,74000.0,10000+,2017
7,Data Scientist,82000.0,1000-4999,2017
3,Data Scientist,15000.0,10-100,2017
16,Data Scientist,85000.0,10-100,2017
3,Data Scientist,72000.0,10000+,2017
3,Data Scientist,30000.0,10-100,2017
2,Data Scientist,29032.2580645161,10-100,2017
9,Data Scientist,75000.0,5000-9999,2017
6,Data Scientist,135000.0,5000-9999,2017
4,Data Scientist,48000.0,10-100,2017
2,Data Scientist,25806.4516129032,10-100,2017
1,Data Scientist,26000.0,100-1000,2017
8,Data Scientist,94000.0,100-1000,2017
10,Data Scientist,16884.4516223756,1000-4999,2017
20,Data Scientist,145000.0,100-1000,2017
17,Data Scientist,160000.0,100-1000,2017
11,Data Scientist,67873.3031674208,100-1000,2017
7,Data Scientist,41250.0,5000-9999,2017
3,Data Scientist,110000.0,10000+,2017
4,Data Scientist,64393.9393939394,100-1000,2017
12,Data Scientist,1728.3950617284,1000-4999,2017
4,Data Scientist,7708.11921891059,10000+,2017
15,Data Scientist,43010.752688172,2-9,2017
4,Data Scientist,6738.54447439353,100-1000,2017
10,Data Scientist,104000.0,10000+,2017
10,Data Scientist,17703.3492822967,10-100,2017
8,Data Scientist,2027.73315031742,100-1000,2017
4,Data Scientist,35483.8709677419,10-100,2017
3,Data Scientist,11320.7547169811,10-100,2017
19,Data Scientist,148000.0,100-1000,2017
10,Data Scientist,92000.0,10000+,2017
10,Data Scientist,120000.0,100-1000,2017
2,Data Scientist,23290.3225806452,1000-4999,2017
10,Data Scientist,109000.0,100-1000,2017
1,Data Scientist,47000.0,100-1000,2017
10,Data Scientist,147000.0,1000-4999,2017
9,Data Scientist,40625.0,10000+,2017
12,Data Scientist,51250.0,5000-9999,2017
11,Data Scientist,62500.0,10000+,2017
3,Data Scientist,39375.0,1000-4999,2017
19,Data Scientist,80645.1612903226,100-1000,2017
20,Data Scientist,96774.1935483871,10000+,2017
3,Data Scientist,22580.6451612903,100-1000,2017
14,Data Scientist,53125.0,2-9,2017
2,Data Scientist,40860.2150537634,10-100,2017
5,Data Scientist,22222.2222222222,10000+,2017
3,Data Scientist,1566.17071260767,10-100,2017
10,Data Scientist,85000.0,10000+,2017
4,Data Scientist,90000.0,100-1000,2017
3,Data Scientist,150000.0,10000+,2017
4,Data Scientist,19459.4594594595,10-100,2017
4,Data Scientist,48000.0,2-9,2017
2,Data Scientist,1.51515151515152,2-9,2017
6,Data Scientist,87104.0723981901,10000+,2017
5,Data Scientist,32258.064516129,10-100,2017
2,Data Scientist,7730.0,10-100,2017
20,Data Scientist,79569.8924731183,2-9,2017
20,Data Scientist,112500.0,5000-9999,2017
1,Data Scientist,60606.0606060606,2-9,2017
17,Data Scientist,53763.4408602151,10-100,2017
1,Data Scientist,45454.5454545455,5000-9999,2017
3,Data Scientist,2500.0,2-9,2017
10,Data Scientist,45161.2903225806,10-100,2017
8,Data Scientist,84000.0,10000+,2017
3,Data Scientist,20645.1612903226,100-1000,2017
10,Data Scientist,30967.7419354839,10-100,2017
2,Data Scientist,10047.8468899522,10-100,2017
7,Data Scientist,120000.0,2-9,2017
10,Data Scientist,32258.064516129,10-100,2017
8,Data Scientist,22222.2222222222,10000+,2017
6,Data Scientist,75000.0,10000+,2017
9,Data Scientist,108597.285067873,10-100,2017
19,Data Scientist,70000.0,10-100,2017
2,Data Scientist,50000.0,10-100,2017
9,Data Scientist,75757.5757575758,100-1000,2017
13,Data Scientist,60215.0537634409,10-100,2017
2,Data Scientist,45454.5454545455,10-100,2017
5,Data Scientist,34408.6021505376,10-100,2017
6,Data Scientist,27548.2093663912,100-1000,2017
1,Data Scientist,3225.8064516129,10000+,2017
2,Data Scientist,22500.0,2-9,2017
4,Data Scientist,26881.7204301075,10-100,2017
20,Data Scientist,160000.0,5000-9999,2017
1,Data Scientist,50000.0,10-100,2017
10,Data Scientist,64587.9732739421,1000-4999,2017
6,Data Scientist,69486.6672457222,10-100,2017
20,Data Scientist,70625.0,10-100,2017
2,Data Scientist,10752.688172043,10-100,2017
9,Data Scientist,95680.0,10-100,2017
2,Data Scientist,4991.92482748495,10000+,2017
9,Data Scientist,38000.0,100-1000,2017
20,Data Scientist,62500.0,1000-4999,2017
3,Data Scientist,2290.07633587786,2-9,2017
17,Data Scientist,170000.0,10000+,2017
2,Data Scientist,24731.1827956989,2-9,2017
2,Data Scientist,36559.1397849462,10-100,2017
9,Data Scientist,92000.0,10000+,2017
11,Data Scientist,64516.1290322581,10-100,2017
6,Data Scientist,60000.0,10-100,2017
6,Data Scientist,70967.7419354839,10-100,2017
18,Data Scientist,130000.0,10000+,2017
7,Data Scientist,100000.0,10-100,2017
6,Data Scientist,130000.0,2-9,2017
3,Data Scientist,56457.9171371493,1000-4999,2017
16,Data Scientist,38709.6774193548,10-100,2017
8,Data Scientist,17618.5582146528,10000+,2017
3,Data Scientist,100000.0,10-100,2017
17,Data Scientist,43010.752688172,10-100,2017
8,Data Scientist,910.292174423726,10-100,2017
4,Data Scientist,1377.41046831956,2-9,2017
11,Data Scientist,32300.6900601967,10-100,2017
3,Data Scientist,19354.8387096774,10000+,2017
8,Data Scientist,54298.6425339367,10-100,2017
1,Data Scientist,2172.95551314051,100-1000,2017
1,Data Scientist,43010.752688172,10000+,2017
3,Data Scientist,34480.0,100-1000,2017
2,Data Scientist,64400.0,1000-4999,2017
20,Data Scientist,180000.0,1000-4999,2017
1,Data Scientist,3512.88056206089,10-100,2017
7,Data Scientist,125000.0,10-100,2017
5,Data Scientist,48387.0967741935,1000-4999,2017
10,Data Scientist,1461.78343949045,10-100,2017
2,Data Scientist,72000.0,5000-9999,2017
9,Data Scientist,3000.0,100-1000,2017
3,Data Scientist,77419.3548387097,10000+,2017
14,Data Scientist,37037.037037037,10000+,2017
20,Data Scientist,118279.569892473,10-100,2017
20,Data Scientist,145000.0,10-100,2017
1,Data Scientist,50000.0,2-9,2017
1,Data Scientist,51000.0,2-9,2017
11,Data Scientist,180000.0,10-100,2017
6,Data Scientist,6000.0,10-100,2017
3,Data Scientist,41397.8494623656,10-100,2017
17,Data Scientist,123000.0,10000+,2017
8,Data Scientist,70000.0,10-100,2017
2,Data Scientist,5285.56746439583,10000+,2017
8,Data Scientist,70069.0,100-1000,2017
13,Data Scientist,105000.0,100-1000,2017
5,Data Scientist,3561.25356125356,2-9,2017
4,Data Scientist,82000.0,10-100,2017
1,Data Scientist,36363.6363636364,10-100,2017
11,Data Scientist,74660.6334841629,10-100,2017
20,Data Scientist,74393.5309973046,2-9,2017
1,Data Scientist,1220.86280118249,2-9,2017
2,Data Scientist,32258.064516129,1000-4999,2017
14,Data Scientist,43010.752688172,10-100,2017
3,Data Scientist,63636.3636363636,10-100,2017
20,Data Scientist,142000.0,100-1000,2017
1,Data Scientist,70000.0,100-1000,2017
2,Data Scientist,30303.0303030303,5000-9999,2017
3,Data Scientist,100000.0,10-100,2017
6,Data Scientist,24959.6241374248,100-1000,2017
3,Data Scientist,0.176185582146528,2-9,2017
5,Data Scientist,56875.0,10-100,2017
6,Data Scientist,19110.0702576112,10000+,2017
10,Data Scientist,106000.0,10000+,2017
20,Data Scientist,139784.946236559,10000+,2017
3,Data Scientist,58064.5161290323,10000+,2017
20,Data Scientist,76488.0,100-1000,2017
5,Data Scientist,44046.3955366319,1000-4999,2017
10,Data Scientist,32258.064516129,2-9,2017
7,Data Scientist,16242.0382165605,100-1000,2017
10,Data Scientist,50000.0,10-100,2017
3,Data Scientist,1111.31691053899,10-100,2017
8,Data Scientist,21505.376344086,10-100,2017
17,Data Scientist,80.0,100-1000,2017
3,Data Scientist,47846.8899521531,2-9,2017
2,Data Scientist,45248.8687782805,100-1000,2017
4,Data Scientist,18279.5698924731,2-9,2017
20,Data Scientist,132392.0,100-1000,2017
8,Data Scientist,85000.0,100-1000,2017
2,Data Scientist,35606.0606060606,10-100,2017
3,Data Scientist,53030.303030303,100-1000,2017
7,Data Scientist,82000.0,10000+,2017
2,Data Scientist,10322.5806451613,2-9,2017
1,Data Scientist,700.0,10-100,2017
17,Data Scientist,7.0,I don't know,2017
5,Data Scientist,8456.90794303333,100-1000,2017
10,Data Scientist,82000.0,10000+,2017
4,Data Scientist,85000.0,10000+,2017
2,Data Scientist,26250.0,1000-4999,2017
18,Data Scientist,140000.0,100-1000,2017
4,Data Scientist,1939.91031390135,2-9,2017
7,Data Scientist,46506.4516129032,10000+,2017
3,Data Scientist,60000.0,10-100,2017
9,Data Scientist,37000.0,I don't know,2017
5,Data Scientist,11146.4968152866,2-9,2017
2,Data Scientist,70000.0,10-100,2017
5,Data Scientist,66000.0,1000-4999,2017
8,Data Scientist,91000.0,2-9,2017
11,Data Scientist,100000.0,10-100,2017
1,Data Scientist,120000.0,10-100,2017
16,Data Scientist,160000.0,10000+,2017
3,Data Scientist,10571.1349287917,1000-4999,2017
6,Data Scientist,135000.0,10000+,2017
1,Data Scientist,835.421888053467,10-100,2017
4,Data Scientist,53763.4408602151,10-100,2017
19,Data Scientist,59139.7849462366,10-100,2017
4,Data Scientist,43750.0,10-100,2017
3,Data Scientist,70000.0,100-1000,2017
20,Data Scientist,21505.376344086,0,2017
3,Data Scientist,52500.0,1000-4999,2017
3,Data Scientist,25598.7261146497,1000-4999,2017
3,Data Scientist,64393.9393939394,10-100,2017
1,Data Scientist,2290.41256790486,10-100,2017
3,Data Scientist,4321.7879854294,10-100,2017
17,Data Scientist,20430.1075268817,100-1000,2017
4,Data Scientist,23225.8064516129,10-100,2017
2,Data Scientist,52500.0,10-100,2017
17,Data Scientist,50537.6344086021,10-100,2017
4,Data Scientist,7341.06592277199,1000-4999,2017
13,Data Scientist,147000.0,10000+,2017
4,Data Scientist,31250.0,10-100,2017
17,Data Scientist,96000.0,1000-4999,2017
2,Data Scientist,15661.7071260767,10-100,2017
20,Data Scientist,100752.0,I don't know,2017
3,Data Scientist,52000.0,10000+,2017
20,Data Scientist,160000.0,2-9,2017
4,Data Scientist,120000.0,100-1000,2017
2,Data Scientist,2688.17204301075,10000+,2017
8,Data Scientist,18132.4328292468,100-1000,2017
2,Data Scientist,12365.5913978495,10-100,2017
11,Data Scientist,72000.0,100-1000,2017
6,Data Scientist,135000.0,10000+,2017
2,Data Scientist,1290.32258064516,0,2017
18,Data Scientist,63440.8602150538,10000+,2017
2,Data Scientist,75000.0,100-1000,2017
6,Data Scientist,32258.064516129,10-100,2017
13,Data Scientist,80000.0,100-1000,2017
15,Data Scientist,140000.0,100-1000,2017
2,Data Scientist,94696.9696969697,2-9,2017
8,Data Scientist,46250.0,10-100,2017
3,Data Scientist,29032.2580645161,10-100,2017
4,Data Scientist,4000.0,2-9,2017
11,Data Scientist,32258.064516129,100-1000,2017
14,Data Scientist,110000.0,10000+,2017
11,Data Scientist,89600.0,10000+,2017
1,Data Scientist,73000.0,10000+,2017
7,Data Scientist,120000.0,100-1000,2017
20,Data Scientist,117000.0,1000-4999,2017
17,Data Scientist,2300.0,100-1000,2017
7,Data Scientist,60800.8338400069,100-1000,2017
12,Data Scientist,140000.0,10-100,2017
9,Data Scientist,62121.2121212121,100-1000,2017
20,Data Scientist,150000.0,10-100,2017
12,Data Scientist,15000.0,2-9,2017
16,Data Scientist,62500.0,1000-4999,2017
11,Data Scientist,75268.8172043011,10-100,2017
5,Data Scientist,80645.1612903226,100-1000,2017
20,Data Scientist,74239.0497401633,1000-4999,2017
3,Data Scientist,21827.9569892473,10-100,2017
8,Data Scientist,85000.0,10000+,2017
14,Data Scientist,21000.0,10-100,2017
20,Data Scientist,52688.1720430108,1000-4999,2017
8,Data Scientist,1670.84377610693,1000-4999,2017
11,Data Scientist,65000.0,100-1000,2017
8,Data Scientist,53484.8484848485,10-100,2017
2,Data Scientist,45454.5454545455,1000-4999,2017
6,Data Scientist,120000.0,100-1000,2017
20,Data Scientist,49382.7160493827,10-100,2017
3,Data Scientist,2150.5376344086,10000+,2017
4,Data Scientist,15000.0,2-9,2017
10,Data Scientist,39808.9171974522,10000+,2017
6,Data Scientist,15416.2384378212,100-1000,2017
10,Data Scientist,60215.0537634409,2-9,2017
2,Data Scientist,336.549248373345,100-1000,2017
3,Data Scientist,7634.70855968287,100-1000,2017
16,Data Scientist,75757.5757575758,2-9,2017
7,Data Scientist,67354.8387096774,10-100,2017
4,Data Scientist,105400.0,0,2017
