YearsCodePro,DevType,ConvertedComp,OrgSize,Year
20,Data Analyst,130000.0,10000+,2020
27,Data Analyst,76000.0,1000-4999,2020
8,Data Analyst,115000.0,10-100,2020
10,Data Analyst,55000.0,5000-9999,2020
Less than 1 year,Data Analyst,85000.0,10000+,2020
7,Data Analyst,75000.0,1000-4999,2020
10,Data Analyst,95000.0,5000-9999,2020
3,Data Analyst,160000.0,1000-4999,2020
32,Data Analyst,250000.0,10-100,2020
6,Data Analyst,28800.0,10-100,2020
14,Data Analyst,77000.0,10000+,2020
4,Data Analyst,5868.0,10000+,2020
5,Data Analyst,110000.0,10-100,2020
Less than 1 year,Data Analyst,50196.0,5000-9999,2020
12,Data Analyst,80000.0,2-9,2020
40,Data Analyst,66000.0,1000-4999,2020
26,Data Analyst,160000.0,100-1000,2020
5,Data Analyst,10400.0,1000-4999,2020
19,Data Analyst,132000.0,10000+,2020
30,Data Analyst,102100.0,2-9,2020
4,Data Analyst,85000.0,2-9,2020
21,Data Analyst,160000.0,1,2020
26,Data Analyst,86478.0,10000+,2020
30,Data Analyst,130000.0,100-1000,2020
2,Data Analyst,72.0,100-1000,2020
32,Data Analyst,190000.0,1,2020
23,Data Analyst,94539.0,10-100,2020
12,Data Analyst,4200.0,10-100,2020
24,Data Analyst,60505.0,100-1000,2020
4,Data Analyst,64287.0,1000-4999,2020
23,Data Analyst,230000.0,10-100,2020
6,Data Analyst,139100.0,100-1000,2020
7,Data Analyst,30480.0,5000-9999,2020
39,Data Analyst,115000.0,10000+,2020
15,Data Analyst,150000.0,10000+,2020
1,Data Analyst,49092.0,10-100,2020
7,Data Analyst,125000.0,100-1000,2020
25,Data Analyst,120257.0,100-1000,2020
20,Data Analyst,89000.0,100-1000,2020
20,Data Analyst,106895.0,100-1000,2020
15,Data Analyst,250000.0,100-1000,2020
3,Data Analyst,54000.0,10-100,2020
5,Data Analyst,130000.0,10000+,2020
40,Data Analyst,139000.0,100-1000,2020
25,Data Analyst,56788.0,10-100,2020
19,Data Analyst,126938.0,1000-4999,2020
8,Data Analyst,66000.0,10-100,2020
1,Data Analyst,53957.0,10-100,2020
15,Data Analyst,9624.0,100-1000,2020
25,Data Analyst,122664.0,10-100,2020
3,Data Analyst,21624.0,10-100,2020
4,Data Analyst,66593.0,1000-4999,2020
20,Data Analyst,120000.0,100-1000,2020
10,Data Analyst,120000.0,10000+,2020
10,Data Analyst,80000.0,5000-9999,2020
3,Data Analyst,5220.0,1000-4999,2020
16,Data Analyst,90193.0,10-100,2020
3,Data Analyst,325000.0,1000-4999,2020
6,Data Analyst,17452.0,1000-4999,2020
18,Data Analyst,66810.0,2-9,2020
12,Data Analyst,22644.0,100-1000,2020
13,Data Analyst,29580.0,100-1000,2020
12,Data Analyst,87553.0,2-9,2020
35,Data Analyst,109000.0,100-1000,2020
12,Data Analyst,24048.0,10-100,2020
13,Data Analyst,95000.0,10-100,2020
2,Data Analyst,16056.0,10000+,2020
8,Data Analyst,35040.0,1000-4999,2020
3,Data Analyst,9576.0,10-100,2020
39,Data Analyst,66810.0,1,2020
5,Data Analyst,10380.0,1000-4999,2020
3,Data Analyst,2340.0,10-100,2020
5,Data Analyst,125000.0,10000+,2020
19,Data Analyst,55847.0,10000+,2020
2,Data Analyst,40272.0,10-100,2020
5,Data Analyst,163344.0,10000+,2020
2,Data Analyst,3351.0,10-100,2020
7,Data Analyst,8376.0,10000+,2020
4,Data Analyst,1092000.0,10-100,2020
5,Data Analyst,50000.0,2-9,2020
2,Data Analyst,62000.0,10-100,2020
4,Data Analyst,3888.0,2-9,2020
6,Data Analyst,39770.0,100-1000,2020
10,Data Analyst,7872.0,2-9,2020
10,Data Analyst,62280.0,100-1000,2020
2,Data Analyst,4887.0,100-1000,2020
3,Data Analyst,5822.0,10000+,2020
2,Data Analyst,1944.0,2-9,2020
2,Data Analyst,3852.0,10-100,2020
3,Data Analyst,2472.0,1,2020
8,Data Analyst,20100.0,1,2020
7,Data Analyst,3888.0,10-100,2020
5,Data Analyst,54049.0,2-9,2020
2,Data Analyst,3120.0,5000-9999,2020
7,Data Analyst,30.0,100-1000,2020
2,Data Analyst,15096.0,100-1000,2020
10,Data Analyst,204297.0,10000+,2020
25,Data Analyst,44832.0,10-100,2020
Less than 1 year,Data Analyst,30716.0,1,2020
1,Data Analyst,9864.0,10-100,2020
6,Data Analyst,12612.0,10-100,2020
15,Data Analyst,43239.0,5000-9999,2020
Less than 1 year,Data Analyst,48.0,10000+,2020
2,Data Analyst,48036.0,10000+,2020
4,Data Analyst,12192.0,10-100,2020
3,Data Analyst,4944.0,1,2020
12,Data Analyst,45468.0,2-9,2020
1,Data Analyst,22056.0,10-100,2020
Less than 1 year,Data Analyst,44320.0,10000+,2020
3,Data Analyst,52968.0,10-100,2020
12,Data Analyst,22056.0,10-100,2020
7,Data Analyst,26850.0,2-9,2020
30,Data Analyst,64859.0,1,2020
7,Data Analyst,64143.0,2-9,2020
5,Data Analyst,37834.0,1000-4999,2020
20,Data Analyst,20904.0,10-100,2020
10,Data Analyst,27888.0,10-100,2020
22,Data Analyst,76606.0,10000+,2020
2,Data Analyst,54049.0,100-1000,2020
4,Data Analyst,24300.0,10-100,2020
3,Data Analyst,7536.0,10-100,2020
14,Data Analyst,83236.0,1000-4999,2020
18,Data Analyst,54129.0,1000-4999,2020
Less than 1 year,Data Analyst,64859.0,10-100,2020
7,Data Analyst,86478.0,10-100,2020
20,Data Analyst,155111.0,10000+,2020
8,Data Analyst,36193.0,100-1000,2020
7,Data Analyst,3948.0,2-9,2020
2,Data Analyst,12566.0,100-1000,2020
7,Data Analyst,19632.0,100-1000,2020
25,Data Analyst,77832.0,100-1000,2020
11,Data Analyst,116333.0,1000-4999,2020
Less than 1 year,Data Analyst,27144.0,10-100,2020
19,Data Analyst,36444.0,10-100,2020
10,Data Analyst,19102.0,10-100,2020
17,Data Analyst,972883.0,1000-4999,2020
8,Data Analyst,46536.0,100-1000,2020
8,Data Analyst,45250.0,10000+,2020
10,Data Analyst,3288.0,10-100,2020
5,Data Analyst,100000.0,10000+,2020
2,Data Analyst,83364.0,100-1000,2020
16,Data Analyst,26520.0,10-100,2020
12,Data Analyst,72900.0,100-1000,2020
15,Data Analyst,64860.0,1,2020
22,Data Analyst,25944.0,2-9,2020
6,Data Analyst,22416.0,10-100,2020
20,Data Analyst,58167.0,2-9,2020
5,Data Analyst,25131.0,100-1000,2020
4,Data Analyst,16754.0,1000-4999,2020
25,Data Analyst,194580.0,1,2020
28,Data Analyst,86478.0,10-100,2020
21,Data Analyst,77831.0,100-1000,2020
10,Data Analyst,41568.0,100-1000,2020
4,Data Analyst,25476.0,10-100,2020
8,Data Analyst,82726.0,2-9,2020
11,Data Analyst,92.0,10-100,2020
7,Data Analyst,67215.0,1000-4999,2020
2,Data Analyst,660.0,10-100,2020
10,Data Analyst,46764.0,5000-9999,2020
3,Data Analyst,45401.0,10000+,2020
28,Data Analyst,21996.0,10-100,2020
25,Data Analyst,75631.0,1,2020
30,Data Analyst,80000.0,10000+,2020
20,Data Analyst,38800.0,1,2020
4,Data Analyst,7536.0,100-1000,2020
3,Data Analyst,47400.0,10000+,2020
2,Data Analyst,45241.0,10000+,2020
3,Data Analyst,10884.0,100-1000,2020
1,Data Analyst,150000.0,10000+,2020
5,Data Analyst,73678.0,1000-4999,2020
15,Data Analyst,40032.0,1,2020
4,Data Analyst,5532.0,10000+,2020
20,Data Analyst,30240.0,10-100,2020
1,Data Analyst,51888.0,100-1000,2020
18,Data Analyst,38400.0,10-100,2020
5,Data Analyst,58368.0,100-1000,2020
5,Data Analyst,270250.0,10-100,2020
20,Data Analyst,27492.0,2-9,2020
4,Data Analyst,5340.0,1,2020
Less than 1 year,Data Analyst,11676.0,100-1000,2020
10,Data Analyst,13740.0,10000+,2020
22,Data Analyst,12972.0,5000-9999,2020
1,Data Analyst,81000.0,10000+,2020
8,Data Analyst,24648.0,2-9,2020
35,Data Analyst,17520.0,2-9,2020
3,Data Analyst,1440000.0,10000+,2020
6,Data Analyst,23724.0,1,2020
20,Data Analyst,31627.0,10-100,2020
11,Data Analyst,31788.0,10-100,2020
1,Data Analyst,9624.0,1000-4999,2020
3,Data Analyst,20784.0,10-100,2020
1,Data Analyst,6360.0,1,2020
29,Data Analyst,71093.0,10-100,2020
30,Data Analyst,80000.0,2-9,2020
23,Data Analyst,111000.0,10-100,2020
2,Data Analyst,6000.0,10-100,2020
25,Data Analyst,57624.0,10000+,2020
Less than 1 year,Data Analyst,80000.0,10000+,2020
1,Data Analyst,40716.0,100-1000,2020
12,Data Analyst,35556.0,10-100,2020
1,Data Analyst,2000000.0,10-100,2020
2,Data Analyst,85000.0,10-100,2020
2,Data Analyst,55000.0,10-100,2020
20,Data Analyst,64859.0,100-1000,2020
12,Data Analyst,450.0,10000+,2020
9,Data Analyst,58373.0,10-100,2020
10,Data Analyst,90758.0,10-100,2020
6,Data Analyst,35900.0,1000-4999,2020
3,Data Analyst,30480.0,10000+,2020
7,Data Analyst,75669.0,1000-4999,2020
20,Data Analyst,237000.0,10-100,2020
1,Data Analyst,83500.0,10-100,2020
1,Data Analyst,2500.0,2-9,2020
12,Data Analyst,56723.0,10000+,2020
2,Data Analyst,21620.0,10-100,2020
40,Data Analyst,30000.0,100-1000,2020
3,Data Analyst,5498.0,1000-4999,2020
1,Data Analyst,7224.0,10-100,2020
35,Data Analyst,43980.0,5000-9999,2020
4,Data Analyst,13572.0,100-1000,2020
5,Data Analyst,67000.0,100-1000,2020
2,Data Analyst,75000.0,100-1000,2020
25,Data Analyst,68068.0,1000-4999,2020
35,Data Analyst,100000.0,10000+,2020
9,Data Analyst,143000.0,5000-9999,2020
20,Data Analyst,129718.0,2-9,2020
16,Data Analyst,295000.0,10-100,2020
3,Data Analyst,70000.0,10-100,2020
5,Data Analyst,4800.0,10-100,2020
12,Data Analyst,35736.0,5000-9999,2020
27,Data Analyst,47292.0,100-1000,2020
15,Data Analyst,23364.0,100-1000,2020
5,Data Analyst,2304.0,100-1000,2020
6,Data Analyst,32712.0,5000-9999,2020
28,Data Analyst,103000.0,10000+,2020
2,Data Analyst,12300.0,100-1000,2020
5,Data Analyst,19392.0,10000+,2020
24,Data Analyst,180000.0,2-9,2020
33,Data Analyst,47567.0,100-1000,2020
37,Data Analyst,70000.0,10000+,2020
24,Data Analyst,164000.0,10000+,2020
37,Data Analyst,39600.0,2-9,2020
26,Data Analyst,79413.0,1000-4999,2020
25,Data Analyst,150000.0,10000+,2020
16,Data Analyst,117000.0,1000-4999,2020
2,Data Analyst,17304.0,1000-4999,2020
2,Data Analyst,0.0,1,2020
5,Data Analyst,31776.0,5000-9999,2020
5,Data Analyst,19116.0,10-100,2020
14,Data Analyst,2000000.0,1000-4999,2020
20,Data Analyst,180000.0,10-100,2020
2,Data Analyst,17100.0,1000-4999,2020
7,Data Analyst,34254.0,100-1000,2020
15,Data Analyst,64859.0,10-100,2020
4,Data Analyst,52932.0,10-100,2020
20,Data Analyst,30744.0,2-9,2020
5,Data Analyst,5868.0,1,2020
25,Data Analyst,155664.0,10-100,2020
26,Data Analyst,79896.0,10-100,2020
5,Data Analyst,109956.0,5000-9999,2020
8,Data Analyst,3000.0,1,2020
25,Data Analyst,90193.0,1,2020
14,Data Analyst,31128.0,100-1000,2020
5,Data Analyst,10380.0,100-1000,2020
1,Data Analyst,38778.0,10000+,2020
14,Data Analyst,6720.0,2-9,2020
6,Data Analyst,5772.0,2-9,2020
15,Data Analyst,5844.0,10-100,2020
4,Data Analyst,7037.0,10000+,2020
2,Data Analyst,310224.0,100-1000,2020
4,Data Analyst,36444.0,1000-4999,2020
2,Data Analyst,19236.0,10-100,2020
4,Data Analyst,13068.0,1000-4999,2020
7,Data Analyst,29320.0,10-100,2020
2,Data Analyst,46891.0,10000+,2020
Less than 1 year,Data Analyst,2000000.0,100-1000,2020
18,Data Analyst,55776.0,2-9,2020
6,Data Analyst,27240.0,10000+,2020
8,Data Analyst,786.0,1000-4999,2020
5,Data Analyst,1416.0,2-9,2020
20,Data Analyst,80000.0,1000-4999,2020
10,Data Analyst,81074.0,1,2020
1,Data Analyst,45000.0,100-1000,2020
30,Data Analyst,154380.0,1,2020
10,Data Analyst,79452.0,10-100,2020
4,Data Analyst,68000.0,10-100,2020
20,Data Analyst,17652.0,1,2020
3,Data Analyst,24508.0,1000-4999,2020
6,Data Analyst,9773.0,100-1000,2020
5,Data Analyst,64000.0,10-100,2020
40,Data Analyst,192000.0,100-1000,2020
8,Data Analyst,159000.0,100-1000,2020
14,Data Analyst,92000.0,1000-4999,2020
11,Data Analyst,862200.0,10-100,2020
13,Data Analyst,57156.0,10-100,2020
1,Data Analyst,11352.0,100-1000,2020
19,Data Analyst,43980.0,5000-9999,2020
3,Data Analyst,1644.0,1,2020
5,Data Analyst,52942.0,10-100,2020
3,Data Analyst,4404.0,10-100,2020
17,Data Analyst,116333.0,10000+,2020
8,Data Analyst,17052.0,100-1000,2020
Less than 1 year,Data Analyst,70130.0,10000+,2020
2,Data Analyst,75000.0,10000+,2020
3,Data Analyst,120000.0,10-100,2020
1,Data Analyst,2792.0,10-100,2020
21,Data Analyst,104316.0,2-9,2020
Less than 1 year,Data Analyst,19560.0,2-9,2020
3,Data Analyst,19452.0,2-9,2020
21,Data Analyst,59882.0,10-100,2020
3,Data Analyst,25016.0,10000+,2020
10,Data Analyst,12720.0,2-9,2020
20,Data Analyst,54480.0,5000-9999,2020
37,Data Analyst,175000.0,10000+,2020
15,Data Analyst,19452.0,2-9,2020
22,Data Analyst,64859.0,10-100,2020
5,Data Analyst,40000.0,2-9,2020
16,Data Analyst,125000.0,10-100,2020
16,Data Analyst,0.0,1,2020
9,Data Analyst,75000.0,2-9,2020
Less than 1 year,Data Analyst,20000.0,2-9,2020
4,Data Analyst,13992.0,10-100,2020
3,Data Analyst,9624.0,100-1000,2020
20,Data Analyst,64630.0,1000-4999,2020
37,Data Analyst,350224.0,10-100,2020
10,Data Analyst,11952.0,100-1000,2020
5,Data Analyst,75000.0,10000+,2020
4,Data Analyst,2000000.0,5000-9999,2020
11,Data Analyst,41077.0,10000+,2020
35,Data Analyst,115000.0,1000-4999,2020
29,Data Analyst,285000.0,5000-9999,2020
5,Data Analyst,96060.0,2-9,2020
2,Data Analyst,75000.0,10-100,2020
10,Data Analyst,1344000.0,10000+,2020
Less than 1 year,Data Analyst,10056.0,100-1000,2020
40,Data Analyst,120000.0,10-100,2020
35,Data Analyst,145000.0,10-100,2020
25,Data Analyst,65000.0,1,2020
38,Data Analyst,250000.0,2-9,2020
7,Data Analyst,49296.0,10-100,2020
6,Data Analyst,146374.0,10-100,2020
4,Data Analyst,51888.0,100-1000,2020
8,Data Analyst,204550.0,10-100,2020
33,Data Analyst,72154.0,1000-4999,2020
1,Data Analyst,12372.0,10-100,2020
1,Data Analyst,21620.0,2-9,2020
21,Data Analyst,64859.0,1,2020
3,Data Analyst,816000.0,100-1000,2020
Less than 1 year,Data Analyst,28308.0,100-1000,2020
12,Data Analyst,30792.0,10-100,2020
3,Data Analyst,25131.0,10000+,2020
13,Data Analyst,120000.0,10-100,2020
8,Data Analyst,34900.0,10-100,2020
20,Data Analyst,145000.0,10000+,2020
2,Data Analyst,72000.0,10000+,2020
2,Data Analyst,5028.0,2-9,2020
5,Data Analyst,47500.0,1,2020
Less than 1 year,Data Analyst,48000.0,10-100,2020
3,Data Analyst,163000.0,10000+,2020
1,Data Analyst,80000.0,100-1000,2020
11,Data Analyst,372000.0,100-1000,2020
3,Data Analyst,88.0,2-9,2020
2,Data Analyst,177621.0,10000+,2020
7,Data Analyst,81461.0,10000+,2020
4,Data Analyst,11388.0,2-9,2020
6,Data Analyst,8784.0,10-100,2020
1,Data Analyst,3852.0,10-100,2020
4,Data Analyst,4260.0,10-100,2020
1,Data Analyst,4887.0,10000+,2020
12,Data Analyst,11304.0,10-100,2020
2,Data Analyst,0.0,100-1000,2020
3,Data Analyst,5604.0,5000-9999,2020
12,Data Analyst,41508.0,10-100,2020
12,Data Analyst,77832.0,10-100,2020
Less than 1 year,Data Analyst,5268.0,10-100,2020
1,Data Analyst,6324.0,10-100,2020
3,Data Analyst,3372.0,2-9,2020
7,Data Analyst,35952.0,10-100,2020
12,Data Analyst,26796.0,10-100,2020
3,Data Analyst,11292.0,2-9,2020
6,Data Analyst,84000.0,10-100,2020
3,Data Analyst,16860.0,100-1000,2020
4,Data Analyst,51960.0,10000+,2020
1,Data Analyst,8244.0,10000+,2020
3,Data Analyst,100000.0,10-100,2020
4,Data Analyst,3108.0,10000+,2020
35,Data Analyst,1000000.0,1,2020
5,Data Analyst,100000.0,10000+,2020
30,Data Analyst,200000.0,10-100,2020
12,Data Analyst,38484.0,1,2020
12,Data Analyst,140000.0,10000+,2020
3,Data Scientist,77556.0,1000-4999,2020
28,Data Scientist,74970.0,10-100,2020
3,Data Scientist,594539.0,10-100,2020
11,Data Scientist,2000000.0,5000-9999,2020
3,Data Scientist,37816.0,2-9,2020
6,Data Scientist,121980.0,2-9,2020
6,Data Scientist,48644.0,2-9,2020
2,Data Scientist,130000.0,10-100,2020
18,Data Scientist,94539.0,1000-4999,2020
3,Data Scientist,1920000.0,10000+,2020
2,Data Scientist,48644.0,10000+,2020
15,Data Scientist,54049.0,10000+,2020
2,Data Scientist,0.0,2-9,2020
10,Data Scientist,171000.0,10-100,2020
5,Data Scientist,125000.0,100-1000,2020
1,Data Scientist,85000.0,100-1000,2020
24,Data Scientist,165000.0,2-9,2020
3,Data Scientist,4188.0,10-100,2020
4,Data Scientist,130000.0,10-100,2020
2,Data Scientist,23735.0,100-1000,2020
20,Data Scientist,581667.0,100-1000,2020
30,Data Scientist,250000.0,100-1000,2020
Less than 1 year,Data Scientist,48950.0,10000+,2020
15,Data Scientist,137271.0,100-1000,2020
10,Data Scientist,42804.0,100-1000,2020
4,Data Scientist,67000.0,10-100,2020
2,Data Scientist,51888.0,100-1000,2020
23,Data Scientist,200000.0,5000-9999,2020
13,Data Scientist,151263.0,100-1000,2020
5,Data Scientist,110000.0,10-100,2020
2,Data Scientist,38456.0,2-9,2020
17,Data Scientist,958584.0,100-1000,2020
1,Data Scientist,50000.0,10-100,2020
20,Data Scientist,150000.0,10-100,2020
14,Data Scientist,55000.0,10000+,2020
10,Data Scientist,118000.0,10000+,2020
2,Data Scientist,14544.0,10-100,2020
2,Data Scientist,38778.0,2-9,2020
6,Data Scientist,130000.0,10000+,2020
28,Data Scientist,138936.0,1,2020
23,Data Scientist,83500.0,2-9,2020
2,Data Scientist,70000.0,5000-9999,2020
5,Data Scientist,51887.0,2-9,2020
19,Data Scientist,150000.0,1000-4999,2020
2,Data Scientist,2328.0,10-100,2020
5,Data Scientist,34904.0,10-100,2020
10,Data Scientist,59454.0,100-1000,2020
20,Data Scientist,170000.0,10000+,2020
16,Data Scientist,170000.0,10-100,2020
5,Data Scientist,150000.0,5000-9999,2020
5,Data Scientist,85000.0,10000+,2020
2,Data Scientist,22701.0,100-1000,2020
7,Data Scientist,168000.0,1000-4999,2020
3,Data Scientist,13740.0,2-9,2020
3,Data Scientist,23037.0,10-100,2020
6,Data Scientist,50316.0,100-1000,2020
16,Data Scientist,64630.0,1000-4999,2020
1,Data Scientist,1592.0,10000+,2020
4,Data Scientist,30000.0,5000-9999,2020
22,Data Scientist,200000.0,10000+,2020
3,Data Scientist,91000.0,1000-4999,2020
20,Data Scientist,150000.0,2-9,2020
15,Data Scientist,90000.0,100-1000,2020
22,Data Scientist,120000.0,10-100,2020
4,Data Scientist,33408.0,10000+,2020
1,Data Scientist,1000000.0,1000-4999,2020
19,Data Scientist,220000.0,10000+,2020
6,Data Scientist,90000.0,5000-9999,2020
1,Data Scientist,20539.0,1000-4999,2020
6,Data Scientist,82000.0,1,2020
8,Data Scientist,129000.0,100-1000,2020
4,Data Scientist,5256.0,10-100,2020
6,Data Scientist,90000.0,2-9,2020
3,Data Scientist,6981.0,1000-4999,2020
7,Data Scientist,1356000.0,10000+,2020
19,Data Scientist,75000.0,10000+,2020
35,Data Scientist,180000.0,1000-4999,2020
1,Data Scientist,75000.0,100-1000,2020
3,Data Scientist,110000.0,10-100,2020
2,Data Scientist,499164.0,2-9,2020
18,Data Scientist,60480.0,2-9,2020
21,Data Scientist,135000.0,10-100,2020
2,Data Scientist,24214.0,100-1000,2020
3,Data Scientist,230000.0,100-1000,2020
25,Data Scientist,117000.0,5000-9999,2020
14,Data Scientist,2000000.0,100-1000,2020
15,Data Scientist,130000.0,10-100,2020
9,Data Scientist,155000.0,100-1000,2020
9,Data Scientist,91000.0,10000+,2020
1,Data Scientist,100800.0,10-100,2020
4,Data Scientist,67000.0,1000-4999,2020
13,Data Scientist,71850.0,10-100,2020
32,Data Scientist,127114.0,10000+,2020
3,Data Scientist,64859.0,10-100,2020
9,Data Scientist,15120.0,10-100,2020
3,Data Scientist,73548.0,10-100,2020
2,Data Scientist,90000.0,1000-4999,2020
14,Data Scientist,250000.0,10-100,2020
2,Data Scientist,115000.0,10-100,2020
10,Data Scientist,130000.0,1000-4999,2020
6,Data Scientist,40032.0,100-1000,2020
3,Data Scientist,30676.0,2-9,2020
9,Data Scientist,56460.0,100-1000,2020
2,Data Scientist,81074.0,10000+,2020
4,Data Scientist,21408.0,10-100,2020
12,Data Scientist,265000.0,10000+,2020
12,Data Scientist,188000.0,5000-9999,2020
6,Data Scientist,86000.0,1000-4999,2020
4,Data Scientist,22068.0,10-100,2020
8,Data Scientist,23364.0,5000-9999,2020
10,Data Scientist,70264.0,100-1000,2020
7,Data Scientist,24648.0,100-1000,2020
7,Data Scientist,10471.0,10000+,2020
3,Data Scientist,103408.0,1000-4999,2020
10,Data Scientist,80000.0,5000-9999,2020
10,Data Scientist,180000.0,100-1000,2020
20,Data Scientist,13620.0,2-9,2020
2,Data Scientist,46000.0,100-1000,2020
Less than 1 year,Data Scientist,51997.0,10000+,2020
9,Data Scientist,139000.0,100-1000,2020
11,Data Scientist,63337.0,1000-4999,2020
7,Data Scientist,200000.0,10-100,2020
11,Data Scientist,48924.0,100-1000,2020
25,Data Scientist,175116.0,10-100,2020
7,Data Scientist,225000.0,10-100,2020
4,Data Scientist,77522.0,100-1000,2020
6,Data Scientist,35547.0,10000+,2020
2,Data Scientist,80000.0,2-9,2020
10,Data Scientist,76000.0,100-1000,2020
7,Data Scientist,0.0,1,2020
33,Data Scientist,237816.0,2-9,2020
21,Data Scientist,135000.0,1000-4999,2020
4,Data Scientist,200266.0,10000+,2020
8,Data Scientist,28308.0,10-100,2020
7,Data Scientist,25656.0,10000+,2020
9,Data Scientist,86478.0,10-100,2020
2,Data Scientist,21864.0,100-1000,2020
7,Data Scientist,7548.0,2-9,2020
13,Data Scientist,130000.0,10-100,2020
8,Data Scientist,190000.0,1000-4999,2020
1,Data Scientist,27025.0,10-100,2020
4,Data Scientist,67215.0,10-100,2020
2,Data Scientist,120000.0,10-100,2020
2,Data Scientist,2000000.0,10000+,2020
20,Data Scientist,250000.0,10000+,2020
6,Data Scientist,31128.0,10-100,2020
7,Data Scientist,110000.0,2-9,2020
21,Data Scientist,200000.0,10000+,2020
23,Data Scientist,2000000.0,10000+,2020
5,Data Scientist,186000.0,10000+,2020
5,Data Scientist,68068.0,10-100,2020
19,Data Scientist,540000.0,1000-4999,2020
3,Data Scientist,85000.0,10-100,2020
15,Data Scientist,326000.0,10-100,2020
8,Data Scientist,140000.0,100-1000,2020
15,Data Scientist,47160.0,10000+,2020
11,Data Scientist,135000.0,10-100,2020
11,Data Scientist,130000.0,2-9,2020
25,Data Scientist,28308.0,1000-4999,2020
5,Data Scientist,71850.0,100-1000,2020
7,Data Scientist,118452.0,1000-4999,2020
10,Data Scientist,83000.0,100-1000,2020
7,Data Scientist,2000000.0,10000+,2020
4,Data Scientist,30000.0,10-100,2020
16,Data Scientist,108000.0,100-1000,2020
10,Data Scientist,103000.0,10000+,2020
6,Data Scientist,41232.0,1000-4999,2020
5,Data Scientist,160000.0,10000+,2020
3,Data Scientist,2000000.0,10000+,2020
4,Data Scientist,102000.0,10000+,2020
2,Data Scientist,18876.0,100-1000,2020
9,Data Scientist,2000000.0,100-1000,2020
2,Data Scientist,87000.0,10-100,2020
3,Data Scientist,72000.0,10-100,2020
4,Data Scientist,1440000.0,1000-4999,2020
3,Data Scientist,54480.0,1000-4999,2020
9,Data Scientist,80000.0,5000-9999,2020
4,Data Scientist,197000.0,10000+,2020
6,Data Scientist,59000.0,10-100,2020
2,Data Scientist,90000.0,1000-4999,2020
4,Data Scientist,32315.0,5000-9999,2020
1,Data Scientist,39328.0,10-100,2020
2,Data Scientist,140000.0,10000+,2020
6,Data Scientist,49119.0,5000-9999,2020
16,Data Scientist,180000.0,10-100,2020
1,Data Scientist,78072.0,10-100,2020
10,Data Scientist,109179.0,1,2020
1,Data Scientist,0.0,10000+,2020
4,Data Scientist,84795.0,10000+,2020
12,Data Scientist,121000.0,5000-9999,2020
12,Data Scientist,71000.0,1000-4999,2020
13,Data Scientist,193889.0,10000+,2020
3,Data Scientist,200000.0,2-9,2020
20,Data Scientist,250000.0,10-100,2020
5,Data Scientist,76000.0,10000+,2020
35,Data Scientist,240000.0,5000-9999,2020
34,Data Scientist,140000.0,10000+,2020
2,Data Scientist,20760.0,10000+,2020
3,Data Scientist,83194.0,10-100,2020
14,Data Scientist,260000.0,1000-4999,2020
6,Data Scientist,145000.0,100-1000,2020
15,Data Scientist,81074.0,10-100,2020
15,Data Scientist,120000.0,1000-4999,2020
10,Data Scientist,125000.0,1000-4999,2020
3,Data Scientist,2000000.0,100-1000,2020
6,Data Scientist,60000.0,10000+,2020
2,Data Scientist,22536.0,2-9,2020
15,Data Scientist,84316.0,100-1000,2020
23,Data Scientist,102276.0,10-100,2020
7,Data Scientist,70264.0,1000-4999,2020
1,Data Scientist,55000.0,10-100,2020
3,Data Scientist,105000.0,5000-9999,2020
6,Data Scientist,2000000.0,10-100,2020
6,Data Scientist,42756.0,100-1000,2020
4,Data Scientist,58373.0,10-100,2020
8,Data Scientist,128750.0,5000-9999,2020
10,Data Scientist,120000.0,10-100,2020
1,Data Scientist,2000000.0,100-1000,2020
12,Data Scientist,0.0,2-9,2020
2,Data Scientist,82000.0,1000-4999,2020
5,Data Scientist,105000.0,100-1000,2020
3,Data Scientist,32868.0,5000-9999,2020
8,Data Scientist,120000.0,1000-4999,2020
11,Data Scientist,1000000.0,10-100,2020
18,Data Scientist,77832.0,2-9,2020
13,Data Scientist,200000.0,10000+,2020
3,Data Scientist,22776.0,100-1000,2020
3,Data Scientist,100000.0,100-1000,2020
7,Data Scientist,280000.0,10000+,2020
3,Data Scientist,58124.0,10000+,2020
1,Data Scientist,55000.0,10000+,2020
24,Data Scientist,150000.0,100-1000,2020
6,Data Scientist,145000.0,10-100,2020
7,Data Scientist,130000.0,10000+,2020
5,Data Scientist,84000.0,1000-4999,2020
6,Data Scientist,79413.0,1000-4999,2020
36,Data Scientist,129720.0,1000-4999,2020
30,Data Scientist,150000.0,100-1000,2020
3,Data Scientist,110000.0,1000-4999,2020
7,Data Scientist,85000.0,1000-4999,2020
3,Data Scientist,37800.0,10000+,2020
35,Data Scientist,200000.0,2-9,2020
10,Data Scientist,73491.0,10-100,2020
4,Data Scientist,140000.0,10000+,2020
6,Data Scientist,105000.0,2-9,2020
21,Data Scientist,195000.0,100-1000,2020
6,Data Scientist,72000.0,1000-4999,2020
7,Data Scientist,95000.0,100-1000,2020
5,Data Scientist,124000.0,10000+,2020
3,Data Scientist,109871.0,100-1000,2020
4,Data Scientist,110000.0,100-1000,2020
3,Data Scientist,8377.0,100-1000,2020
20,Data Scientist,250000.0,5000-9999,2020
27,Data Scientist,250000.0,2-9,2020
