YearsCodingProf,DevType,ConvertedSalary,CompanySize,Year
5,Data Analyst,7092.0,1000-4999,2018
8,Data Analyst,65405.0,10-100,2018
2,Data Analyst,47736.0,100-1000,2018
11,Data Analyst,29280.0,100-1000,2018
20,Data Analyst,64417.0,100-1000,2018
14,Data Analyst,130000.0,Fewer than 10 employees,2018
8,Data Analyst,41671.0,Fewer than 10 employees,2018
11,Data Analyst,14616.0,Fewer than 10 employees,2018
23,Data Analyst,105000.0,100-1000,2018
17,Data Analyst,140000.0,100-1000,2018
2,Data Analyst,1000000.0,10000+,2018
2,Data Analyst,0.0,10000+,2018
5,Data Analyst,22032.0,100-1000,2018
8,Data Analyst,63979.0,10-100,2018
11,Data Analyst,8952.0,100-1000,2018
17,Data Analyst,58752.0,10-100,2018
5,Data Analyst,159740.0,100-1000,2018
5,Data Analyst,62122.0,10-100,2018
2,Data Analyst,31821.0,1000-4999,2018
8,Data Analyst,66000.0,100-1000,2018
8,Data Analyst,75000.0,5000-9999,2018
5,Data Analyst,85000.0,100-1000,2018
2,Data Analyst,64379.0,5000-9999,2018
5,Data Analyst,24000.0,10000+,2018
14,Data Analyst,37428.0,10-100,2018
8,Data Analyst,0.0,100-1000,2018
11,Data Analyst,103965.0,10000+,2018
5,Data Analyst,91677.0,5000-9999,2018
2,Data Analyst,14652.0,5000-9999,2018
23,Data Analyst,44064.0,100-1000,2018
5,Data Analyst,90000.0,10-100,2018
8,Data Analyst,175000.0,1000-4999,2018
8,Data Analyst,16212.0,100-1000,2018
5,Data Analyst,111000.0,10000+,2018
5,Data Analyst,140000.0,100-1000,2018
14,Data Analyst,114596.0,100-1000,2018
20,Data Analyst,123000.0,10-100,2018
5,Data Analyst,53000.0,1000-4999,2018
2,Data Analyst,9360.0,1000-4999,2018
23,Data Analyst,160000.0,1000-4999,2018
14,Data Analyst,58752.0,10-100,2018
11,Data Analyst,59284.0,100-1000,2018
2,Data Analyst,49583.0,10-100,2018
20,Data Analyst,165000.0,10-100,2018
8,Data Analyst,49000.0,10-100,2018
20,Data Analyst,116000.0,100-1000,2018
11,Data Analyst,119960.0,1000-4999,2018
11,Data Analyst,20400.0,100-1000,2018
2,Data Analyst,45092.0,10-100,2018
20,Data Analyst,85000.0,10-100,2018
5,Data Analyst,90000.0,10000+,2018
5,Data Analyst,66300.0,1000-4999,2018
11,Data Analyst,75000.0,10-100,2018
14,Data Analyst,107228.0,100-1000,2018
5,Data Analyst,48955.0,100-1000,2018
5,Data Analyst,85000.0,Fewer than 10 employees,2018
11,Data Analyst,1000000.0,10000+,2018
2,Data Analyst,5949.0,10000+,2018
5,Data Analyst,54000.0,10-100,2018
5,Data Analyst,6204.0,100-1000,2018
23,Data Analyst,125000.0,1000-4999,2018
17,Data Analyst,150000.0,100-1000,2018
8,Data Analyst,82079.0,10-100,2018
11,Data Analyst,18000.0,Fewer than 10 employees,2018
11,Data Analyst,10332.0,1000-4999,2018
5,Data Analyst,39552.0,100-1000,2018
5,Data Analyst,4892.0,10-100,2018
8,Data Analyst,76495.0,5000-9999,2018
2,Data Analyst,103000.0,10000+,2018
8,Data Analyst,2628.0,10-100,2018
23,Data Analyst,85000.0,1000-4999,2018
2,Data Analyst,48000.0,100-1000,2018
11,Data Analyst,110000.0,100-1000,2018
5,Data Analyst,38893.0,1000-4999,2018
8,Data Analyst,116000.0,10-100,2018
2,Data Analyst,3600.0,1000-4999,2018
26,Data Analyst,84000.0,10000+,2018
2,Data Analyst,36000.0,Fewer than 10 employees,2018
2,Data Analyst,54023.0,100-1000,2018
14,Data Analyst,95968.0,10-100,2018
2,Data Analyst,2052.0,1000-4999,2018
5,Data Analyst,55812.0,10-100,2018
2,Data Analyst,70000.0,100-1000,2018
5,Data Analyst,60000.0,100-1000,2018
2,Data Analyst,73500.0,1000-4999,2018
2,Data Analyst,38184.0,1000-4999,2018
5,Data Analyst,32316.0,10-100,2018
30,Data Analyst,102000.0,1000-4999,2018
5,Data Analyst,95000.0,10000+,2018
17,Data Analyst,87000.0,1000-4999,2018
23,Data Analyst,84772.0,100-1000,2018
5,Data Analyst,57000.0,10000+,2018
20,Data Analyst,73433.0,10000+,2018
11,Data Analyst,469968.0,Fewer than 10 employees,2018
2,Data Analyst,31821.0,1000-4999,2018
5,Data Analyst,26184.0,5000-9999,2018
5,Data Analyst,70985.0,10000+,2018
2,Data Analyst,38893.0,1000-4999,2018
5,Data Analyst,36720.0,10000+,2018
2,Data Analyst,1080.0,10-100,2018
11,Data Analyst,58340.0,10000+,2018
11,Data Analyst,160000.0,100-1000,2018
5,Data Analyst,21228.0,1000-4999,2018
17,Data Analyst,120000.0,10000+,2018
20,Data Analyst,132000.0,10000+,2018
5,Data Analyst,63030.0,5000-9999,2018
2,Data Analyst,4133.0,100-1000,2018
5,Data Analyst,49404.0,10-100,2018
5,Data Analyst,6012.0,10-100,2018
11,Data Analyst,63979.0,Fewer than 10 employees,2018
2,Data Analyst,30597.0,10000+,2018
23,Data Analyst,130000.0,1000-4999,2018
5,Data Analyst,36300.0,1000-4999,2018
5,Data Analyst,41293.0,10-100,2018
30,Data Analyst,95000.0,100-1000,2018
2,Data Analyst,100000.0,10000+,2018
20,Data Analyst,65000.0,10000+,2018
8,Data Analyst,160000.0,100-1000,2018
5,Data Analyst,39750.0,100-1000,2018
23,Data Analyst,127000.0,100-1000,2018
2,Data Analyst,50000.0,1000-4999,2018
8,Data Analyst,27900.0,10-100,2018
2,Data Analyst,91000.0,10-100,2018
5,Data Analyst,56365.0,100-1000,2018
2,Data Analyst,26196.0,Fewer than 10 employees,2018
23,Data Analyst,80521.0,10000+,2018
17,Data Analyst,112000.0,1000-4999,2018
5,Data Analyst,20964.0,1000-4999,2018
8,Data Analyst,170000.0,1000-4999,2018
2,Data Analyst,60000.0,10-100,2018
8,Data Analyst,38916.0,Fewer than 10 employees,2018
5,Data Analyst,85000.0,100-1000,2018
29,Data Analyst,57975.0,10-100,2018
8,Data Analyst,62507.0,100-1000,2018
2,Data Analyst,60000.0,10000+,2018
5,Data Analyst,17628.0,Fewer than 10 employees,2018
2,Data Analyst,73433.0,Fewer than 10 employees,2018
14,Data Analyst,29376.0,1000-4999,2018
11,Data Analyst,146865.0,Fewer than 10 employees,2018
11,Data Analyst,88116.0,10-100,2018
14,Data Analyst,66084.0,1000-4999,2018
26,Data Analyst,72230.0,100-1000,2018
5,Data Analyst,68000.0,1000-4999,2018
8,Data Analyst,18720.0,10-100,2018
2,Data Analyst,22998.0,1000-4999,2018
5,Data Analyst,11232.0,1000-4999,2018
11,Data Analyst,45000.0,1000-4999,2018
8,Data Analyst,66674.0,1000-4999,2018
5,Data Analyst,90000.0,100-1000,2018
2,Data Analyst,27781.0,10-100,2018
2,Data Analyst,36720.0,1000-4999,2018
11,Data Analyst,110000.0,10000+,2018
8,Data Analyst,26436.0,100-1000,2018
2,Data Analyst,19728.0,100-1000,2018
2,Data Analyst,50000.0,Fewer than 10 employees,2018
5,Data Analyst,12000.0,Fewer than 10 employees,2018
8,Data Analyst,77760.0,1000-4999,2018
2,Data Analyst,37404.0,1000-4999,2018
5,Data Analyst,110000.0,1000-4999,2018
5,Data Analyst,50000.0,10-100,2018
2,Data Analyst,55075.0,10000+,2018
5,Data Analyst,66767.0,1000-4999,2018
8,Data Analyst,103000.0,10-100,2018
11,Data Analyst,33045.0,100-1000,2018
17,Data Analyst,91284.0,10000+,2018
29,Data Analyst,250000.0,5000-9999,2018
5,Data Analyst,12210.0,1000-4999,2018
5,Data Analyst,97500.0,5000-9999,2018
8,Data Analyst,93000.0,100-1000,2018
8,Data Analyst,110000.0,Fewer than 10 employees,2018
11,Data Analyst,338136.0,1000-4999,2018
2,Data Analyst,9540.0,Fewer than 10 employees,2018
5,Data Analyst,86500.0,10-100,2018
2,Data Analyst,8352.0,100-1000,2018
2,Data Analyst,48955.0,1000-4999,2018
5,Data Analyst,24696.0,5000-9999,2018
11,Data Analyst,19104.0,Fewer than 10 employees,2018
11,Data Analyst,90840.0,10-100,2018
2,Data Analyst,14050.0,1000-4999,2018
5,Data Analyst,53.0,10-100,2018
8,Data Analyst,55562.0,100-1000,2018
2,Data Analyst,9984.0,10-100,2018
5,Data Analyst,24576.0,1000-4999,2018
11,Data Analyst,150000.0,10-100,2018
8,Data Analyst,383376.0,100-1000,2018
14,Data Analyst,135000.0,10000+,2018
8,Data Analyst,36720.0,Fewer than 10 employees,2018
23,Data Analyst,180000.0,100-1000,2018
26,Data Analyst,55000.0,100-1000,2018
2,Data Analyst,26160.0,10-100,2018
26,Data Analyst,55000.0,5000-9999,2018
11,Data Analyst,29940.0,Fewer than 10 employees,2018
17,Data Analyst,110448.0,10-100,2018
8,Data Analyst,11676.0,100-1000,2018
5,Data Analyst,30559.0,10000+,2018
29,Data Analyst,250000.0,10-100,2018
8,Data Analyst,120000.0,100-1000,2018
5,Data Analyst,100000.0,10000+,2018
2,Data Analyst,7827.0,Fewer than 10 employees,2018
2,Data Analyst,5792.0,10000+,2018
8,Data Analyst,15654.0,10000+,2018
8,Data Analyst,46992.0,Fewer than 10 employees,2018
5,Data Analyst,25047.0,10-100,2018
5,Data Analyst,70064.0,100-1000,2018
8,Data Analyst,44064.0,10-100,2018
8,Data Analyst,134000.0,10000+,2018
2,Data Analyst,3900.0,Fewer than 10 employees,2018
5,Data Analyst,105000.0,100-1000,2018
8,Data Analyst,42852.0,100-1000,2018
5,Data Analyst,84000.0,10000+,2018
2,Data Analyst,59688.0,Fewer than 10 employees,2018
2,Data Analyst,9108.0,10-100,2018
14,Data Analyst,45876.0,1000-4999,2018
8,Data Analyst,60000.0,Fewer than 10 employees,2018
5,Data Analyst,76600.0,5000-9999,2018
20,Data Analyst,63117.0,100-1000,2018
8,Data Analyst,74856.0,100-1000,2018
5,Data Analyst,52000.0,10000+,2018
30,Data Analyst,140746.0,100-1000,2018
5,Data Analyst,180000.0,10000+,2018
11,Data Analyst,26400.0,Fewer than 10 employees,2018
5,Data Analyst,45092.0,10000+,2018
26,Data Analyst,110000.0,1000-4999,2018
8,Data Analyst,130000.0,100-1000,2018
2,Data Analyst,33624.0,10000+,2018
14,Data Analyst,80000.0,1000-4999,2018
11,Data Analyst,19200.0,10-100,2018
14,Data Analyst,19824.0,100-1000,2018
14,Data Analyst,46000.0,10000+,2018
5,Data Analyst,56544.0,100-1000,2018
17,Data Analyst,29376.0,100-1000,2018
30,Data Analyst,94000.0,1000-4999,2018
11,Data Analyst,18216.0,10000+,2018
2,Data Analyst,49000.0,100-1000,2018
2,Data Analyst,19568.0,10000+,2018
5,Data Analyst,66674.0,10000+,2018
26,Data Analyst,48000.0,10000+,2018
8,Data Analyst,48616.0,10-100,2018
8,Data Analyst,59980.0,10-100,2018
5,Data Analyst,2000000.0,100-1000,2018
5,Data Analyst,46704.0,10-100,2018
2,Data Analyst,75000.0,10000+,2018
8,Data Analyst,7358.0,100-1000,2018
2,Data Analyst,1884.0,10-100,2018
5,Data Analyst,48955.0,10000+,2018
11,Data Analyst,135000.0,10000+,2018
8,Data Analyst,35724.0,1000-4999,2018
2,Data Analyst,65000.0,10000+,2018
2,Data Analyst,50000.0,5000-9999,2018
29,Data Analyst,188600.0,1000-4999,2018
5,Data Analyst,19824.0,10-100,2018
5,Data Analyst,107964.0,1000-4999,2018
29,Data Analyst,94613.0,10000+,2018
14,Data Analyst,73965.0,1000-4999,2018
5,Data Analyst,15654.0,10000+,2018
8,Data Analyst,24384.0,10000+,2018
2,Data Analyst,2820.0,10-100,2018
5,Data Analyst,37782.0,10-100,2018
17,Data Analyst,95000.0,10000+,2018
2,Data Analyst,48955.0,Fewer than 10 employees,2018
2,Data Analyst,10164.0,Fewer than 10 employees,2018
2,Data Analyst,50000.0,100-1000,2018
8,Data Analyst,14089.0,10000+,2018
14,Data Analyst,25701.0,10-100,2018
11,Data Analyst,20682.0,1000-4999,2018
5,Data Analyst,100000.0,Fewer than 10 employees,2018
2,Data Analyst,53851.0,10000+,2018
2,Data Analyst,37940.0,5000-9999,2018
2,Data Analyst,21168.0,Fewer than 10 employees,2018
17,Data Analyst,175941.0,10-100,2018
2,Data Analyst,40392.0,10-100,2018
23,Data Analyst,305000.0,5000-9999,2018
11,Data Analyst,22032.0,Fewer than 10 employees,2018
8,Data Analyst,60000.0,1000-4999,2018
23,Data Analyst,100000.0,10000+,2018
14,Data Analyst,96000.0,5000-9999,2018
8,Data Analyst,20000.0,10-100,2018
2,Data Analyst,58000.0,100-1000,2018
14,Data Analyst,125000.0,10-100,2018
5,Data Analyst,24156.0,Fewer than 10 employees,2018
17,Data Analyst,78272.0,100-1000,2018
2,Data Analyst,12732.0,1000-4999,2018
17,Data Analyst,105864.0,10-100,2018
8,Data Analyst,11928.0,5000-9999,2018
20,Data Analyst,200000.0,10-100,2018
5,Data Analyst,46992.0,10-100,2018
2,Data Analyst,26256.0,100-1000,2018
17,Data Analyst,45283.0,10-100,2018
8,Data Analyst,15654.0,1000-4999,2018
26,Data Analyst,1464000.0,1000-4999,2018
11,Data Analyst,716748.0,10000+,2018
23,Data Analyst,122359.0,5000-9999,2018
2,Data Analyst,74364.0,1000-4999,2018
5,Data Analyst,750084.0,1000-4999,2018
2,Data Analyst,18696.0,100-1000,2018
30,Data Analyst,135000.0,10000+,2018
2,Data Analyst,67235.0,100-1000,2018
29,Data Analyst,160000.0,10000+,2018
8,Data Analyst,3684.0,1000-4999,2018
30,Data Analyst,199933.0,10000+,2018
20,Data Analyst,108000.0,100-1000,2018
2,Data Analyst,49934.0,10-100,2018
11,Data Analyst,240000.0,10000+,2018
2,Data Analyst,60000.0,10000+,2018
11,Data Analyst,63684.0,1000-4999,2018
5,Data Analyst,46715.0,100-1000,2018
8,Data Analyst,64800.0,100-1000,2018
2,Data Analyst,37940.0,5000-9999,2018
8,Data Analyst,61000.0,1000-4999,2018
5,Data Analyst,24000.0,Fewer than 10 employees,2018
2,Data Analyst,7860.0,1000-4999,2018
2,Data Analyst,200000.0,10000+,2018
2,Data Analyst,24702.0,1000-4999,2018
2,Data Analyst,73433.0,Fewer than 10 employees,2018
2,Data Analyst,45000.0,10-100,2018
5,Data Analyst,55000.0,10-100,2018
8,Data Analyst,41124.0,10-100,2018
2,Data Analyst,126540.0,10-100,2018
2,Data Analyst,104269.0,10-100,2018
17,Data Analyst,105085.0,10-100,2018
11,Data Analyst,118000.0,5000-9999,2018
17,Data Analyst,51394.0,10000+,2018
17,Data Analyst,1080000.0,100-1000,2018
26,Data Analyst,180000.0,100-1000,2018
8,Data Analyst,38820.0,100-1000,2018
5,Data Analyst,48955.0,100-1000,2018
2,Data Analyst,4128.0,10-100,2018
11,Data Analyst,150000.0,10-100,2018
20,Data Analyst,100000.0,1000-4999,2018
8,Data Analyst,90000.0,10000+,2018
2,Data Analyst,37430.0,10000+,2018
20,Data Analyst,29376.0,10-100,2018
2,Data Analyst,20556.0,10000+,2018
5,Data Analyst,23208.0,10-100,2018
2,Data Analyst,3540.0,10000+,2018
5,Data Analyst,93842.0,100-1000,2018
2,Data Analyst,53478.0,10-100,2018
17,Data Analyst,72000.0,Fewer than 10 employees,2018
17,Data Analyst,65285.0,1000-4999,2018
8,Data Analyst,24000.0,10-100,2018
17,Data Analyst,26436.0,10-100,2018
2,Data Analyst,120000.0,10000+,2018
20,Data Analyst,111963.0,100-1000,2018
2,Data Analyst,44449.0,100-1000,2018
11,Data Analyst,52200.0,10000+,2018
5,Data Analyst,26196.0,10000+,2018
14,Data Analyst,150200.0,5000-9999,2018
2,Data Analyst,30432.0,1000-4999,2018
5,Data Analyst,80080.0,10-100,2018
14,Data Analyst,178587.0,10000+,2018
11,Data Analyst,76374.0,1000-4999,2018
2,Data Analyst,90000.0,100-1000,2018
2,Data Analyst,49200.0,5000-9999,2018
17,Data Analyst,13872.0,1000-4999,2018
5,Data Analyst,75000.0,10000+,2018
5,Data Analyst,72469.0,10-100,2018
2,Data Analyst,52339.0,1000-4999,2018
26,Data Analyst,115000.0,100-1000,2018
20,Data Analyst,1000000.0,10000+,2018
5,Data Analyst,25000.0,10000+,2018
5,Data Analyst,56298.0,10000+,2018
20,Data Analyst,98628.0,100-1000,2018
2,Data Analyst,32209.0,10000+,2018
5,Data Analyst,2000000.0,10-100,2018
5,Data Analyst,67313.0,1000-4999,2018
2,Data Analyst,50000.0,10-100,2018
2,Data Analyst,50000.0,1000-4999,2018
5,Data Analyst,14964.0,10-100,2018
5,Data Analyst,28068.0,Fewer than 10 employees,2018
11,Data Analyst,44064.0,100-1000,2018
2,Data Analyst,38000.0,10-100,2018
11,Data Analyst,9732.0,Fewer than 10 employees,2018
2,Data Analyst,22932.0,1000-4999,2018
8,Data Analyst,33780.0,10-100,2018
5,Data Analyst,37404.0,100-1000,2018
2,Data Analyst,93500.0,10-100,2018
20,Data Analyst,170000.0,1000-4999,2018
30,Data Analyst,86963.0,100-1000,2018
14,Data Analyst,91000.0,Fewer than 10 employees,2018
17,Data Analyst,165000.0,100-1000,2018
30,Data Analyst,183582.0,10-100,2018
2,Data Analyst,69452.0,1000-4999,2018
5,Data Analyst,67368.0,100-1000,2018
5,Data Analyst,80000.0,10000+,2018
11,Data Analyst,43944.0,100-1000,2018
8,Data Analyst,18720.0,Fewer than 10 employees,2018
5,Data Analyst,34726.0,10-100,2018
2,Data Analyst,11760.0,100-1000,2018
5,Data Analyst,500052.0,10000+,2018
8,Data Analyst,64944.0,10-100,2018
5,Data Analyst,37428.0,10-100,2018
20,Data Analyst,48348.0,100-1000,2018
2,Data Analyst,29376.0,10000+,2018
2,Data Analyst,66500.0,100-1000,2018
8,Data Analyst,42240.0,Fewer than 10 employees,2018
5,Data Analyst,115000.0,100-1000,2018
5,Data Analyst,750000.0,Fewer than 10 employees,2018
2,Data Analyst,2000000.0,10-100,2018
2,Data Analyst,96000.0,1000-4999,2018
8,Data Analyst,184187.0,Fewer than 10 employees,2018
11,Data Analyst,833040.0,10-100,2018
11,Data Analyst,66027.0,100-1000,2018
5,Data Analyst,19824.0,10000+,2018
8,Data Analyst,50005.0,5000-9999,2018
17,Data Analyst,138000.0,5000-9999,2018
20,Data Analyst,115000.0,10000+,2018
2,Data Analyst,127000.0,10000+,2018
17,Data Analyst,103965.0,10-100,2018
17,Data Analyst,34968.0,100-1000,2018
5,Data Analyst,80000.0,5000-9999,2018
20,Data Analyst,62544.0,100-1000,2018
26,Data Analyst,108395.0,10-100,2018
8,Data Analyst,24048.0,100-1000,2018
5,Data Analyst,29373.0,10-100,2018
5,Data Analyst,27600.0,10-100,2018
5,Data Analyst,74601.0,100-1000,2018
2,Data Analyst,85000.0,100-1000,2018
11,Data Analyst,110000.0,Fewer than 10 employees,2018
26,Data Analyst,61680.0,10-100,2018
5,Data Analyst,64417.0,Fewer than 10 employees,2018
2,Data Analyst,360000.0,100-1000,2018
14,Data Analyst,90288.0,1000-4999,2018
2,Data Analyst,43186.0,Fewer than 10 employees,2018
5,Data Analyst,33624.0,10-100,2018
2,Data Analyst,34068.0,10000+,2018
2,Data Analyst,31323.0,1000-4999,2018
5,Data Analyst,440592.0,100-1000,2018
20,Data Analyst,175000.0,10000+,2018
17,Data Analyst,70000.0,100-1000,2018
17,Data Analyst,119960.0,10-100,2018
2,Data Analyst,6653.0,10000+,2018
2,Data Analyst,10524.0,10-100,2018
11,Data Analyst,16800.0,5000-9999,2018
8,Data Analyst,54382.0,100-1000,2018
2,Data Analyst,40000.0,100-1000,2018
2,Data Analyst,25476.0,10000+,2018
11,Data Analyst,125000.0,10-100,2018
8,Data Analyst,84000.0,1000-4999,2018
20,Data Analyst,280000.0,100-1000,2018
2,Data Analyst,32200.0,Fewer than 10 employees,2018
17,Data Analyst,150000.0,10-100,2018
11,Data Analyst,69027.0,10-100,2018
5,Data Analyst,30597.0,100-1000,2018
14,Data Analyst,28068.0,10000+,2018
11,Data Analyst,48000.0,100-1000,2018
5,Data Analyst,75000.0,100-1000,2018
2,Data Analyst,41671.0,1000-4999,2018
20,Data Analyst,60216.0,10-100,2018
17,Data Analyst,97910.0,100-1000,2018
11,Data Analyst,97233.0,10000+,2018
5,Data Analyst,21804.0,10-100,2018
11,Data Analyst,78000.0,10-100,2018
8,Data Analyst,55562.0,10-100,2018
17,Data Analyst,54790.0,10000+,2018
11,Data Analyst,78106.0,10000+,2018
5,Data Analyst,12348.0,10-100,2018
8,Data Analyst,67000.0,10-100,2018
5,Data Analyst,26292.0,10-100,2018
5,Data Analyst,85671.0,100-1000,2018
5,Data Analyst,25476.0,100-1000,2018
8,Data Analyst,225420.0,10000+,2018
5,Data Analyst,80772.0,100-1000,2018
5,Data Analyst,23482.0,1000-4999,2018
2,Data Analyst,32628.0,100-1000,2018
5,Data Analyst,41592.0,10000+,2018
17,Data Analyst,133000.0,10000+,2018
8,Data Analyst,15876.0,100-1000,2018
14,Data Analyst,76495.0,100-1000,2018
11,Data Analyst,78000.0,5000-9999,2018
20,Data Analyst,80000.0,10-100,2018
2,Data Analyst,15000.0,Fewer than 10 employees,2018
5,Data Analyst,8352.0,10-100,2018
2,Data Analyst,73000.0,10000+,2018
5,Data Analyst,67313.0,100-1000,2018
17,Data Analyst,97910.0,10-100,2018
5,Data Analyst,39552.0,100-1000,2018
14,Data Analyst,32232.0,1000-4999,2018
8,Data Analyst,58752.0,10-100,2018
2,Data Analyst,42500.0,10-100,2018
23,Data Analyst,105000.0,10-100,2018
5,Data Analyst,42836.0,100-1000,2018
8,Data Analyst,72989.0,1000-4999,2018
2,Data Analyst,48000.0,100-1000,2018
2,Data Analyst,64382.0,10-100,2018
2,Data Analyst,14988.0,1000-4999,2018
5,Data Analyst,16152.0,10-100,2018
11,Data Analyst,69452.0,10-100,2018
23,Data Analyst,36720.0,100-1000,2018
2,Data Analyst,7827.0,10000+,2018
2,Data Analyst,53582.0,10000+,2018
2,Data Analyst,3900.0,5000-9999,2018
5,Data Analyst,16116.0,Fewer than 10 employees,2018
8,Data Analyst,145000.0,100-1000,2018
14,Data Analyst,70000.0,1000-4999,2018
14,Data Analyst,28961.0,10000+,2018
5,Data Analyst,135000.0,10-100,2018
5,Data Analyst,115000.0,10-100,2018
11,Data Analyst,150000.0,100-1000,2018
8,Data Analyst,29940.0,10-100,2018
2,Data Analyst,9396.0,100-1000,2018
26,Data Analyst,165000.0,10-100,2018
2,Data Analyst,28056.0,100-1000,2018
17,Data Analyst,92000.0,10-100,2018
23,Data Analyst,138904.0,100-1000,2018
2,Data Analyst,28032.0,1000-4999,2018
30,Data Analyst,119160.0,10000+,2018
8,Data Analyst,160000.0,10000+,2018
2,Data Analyst,65000.0,10-100,2018
11,Data Analyst,93015.0,10-100,2018
14,Data Analyst,167000.0,10-100,2018
2,Data Analyst,3569.0,10000+,2018
2,Data Analyst,26400.0,10-100,2018
30,Data Analyst,108000.0,1000-4999,2018
8,Data Analyst,207000.0,10000+,2018
2,Data Analyst,24156.0,Fewer than 10 employees,2018
20,Data Analyst,48616.0,100-1000,2018
8,Data Analyst,80000.0,10000+,2018
8,Data Analyst,110000.0,100-1000,2018
23,Data Analyst,70000.0,1000-4999,2018
8,Data Analyst,42635.0,1000-4999,2018
5,Data Analyst,104030.0,5000-9999,2018
14,Data Analyst,37428.0,Fewer than 10 employees,2018
14,Data Analyst,88116.0,Fewer than 10 employees,2018
14,Data Analyst,129000.0,100-1000,2018
2,Data Analyst,76500.0,10000+,2018
11,Data Analyst,73433.0,1000-4999,2018
5,Data Analyst,11364.0,100-1000,2018
11,Data Analyst,2400.0,Fewer than 10 employees,2018
5,Data Analyst,80000.0,5000-9999,2018
30,Data Analyst,145000.0,100-1000,2018
23,Data Analyst,120000.0,10-100,2018
2,Data Analyst,3000.0,10-100,2018
2,Data Analyst,12239.0,10-100,2018
29,Data Analyst,190000.0,100-1000,2018
11,Data Analyst,37428.0,10-100,2018
14,Data Analyst,59729.0,1000-4999,2018
2,Data Analyst,90732.0,1000-4999,2018
5,Data Analyst,3096.0,10-100,2018
11,Data Analyst,32316.0,1000-4999,2018
5,Data Analyst,34726.0,10-100,2018
5,Data Analyst,38928.0,10-100,2018
2,Data Analyst,44064.0,5000-9999,2018
17,Data Analyst,67230.0,10-100,2018
5,Data Analyst,70000.0,10-100,2018
11,Data Analyst,200100.0,Fewer than 10 employees,2018
11,Data Analyst,90000.0,5000-9999,2018
20,Data Analyst,95000.0,10000+,2018
5,Data Analyst,90000.0,5000-9999,2018
5,Data Analyst,25000.0,10000+,2018
11,Data Analyst,102000.0,10-100,2018
2,Data Analyst,58056.0,100-1000,2018
2,Data Analyst,60000.0,1000-4999,2018
11,Data Analyst,91791.0,10000+,2018
2,Data Analyst,14856.0,100-1000,2018
5,Data Analyst,46507.0,100-1000,2018
14,Data Analyst,28956.0,10-100,2018
